id_e,scope,location_mentioned,text,keywords,text_length,relevance,relevance_category,primary_emotion,emotion_intensity,urban_value,l1_confidence,has_location,like_count,comment_count,tags,source,url,crawl_time,publish_time,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0415,规划范围,胜利四路,锦绣社区的药店比以前好多了,"锦绣,药店,社区,好多,以前",13,relevant,社区,中性,2,medium,0.83,True,5,5,生活服务|社区|便民|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/53c846821370989f98847abc,2026-06-13T12:00:00.000000,2026-05-29T16:05:03,111.2967272539275,30.69798208610605,528427.7,3397528.12,云集路-沿江大道口,沿江商圈
e0416,规划范围,CBD,东山公园的音乐节今年规模很大,"音乐节,东山,公园,很大,规模",14,relevant,城市,期待,3,medium,0.76,True,1,5,宜昌|城市记忆|打卡|文化,xiaohongshu,https://www.xiaohongshu.com/explore/6406b9489bb986219dace9ca,2026-06-13T12:00:00.000000,2026-04-23T03:27:43,111.2954896432163,30.70194076213448,528307.97,3397966.69,滨江公园-屈原广场,沿江休闲
e0417,规划范围,港窑路,紫晶城的河道漂浮垃圾，谁能来管管,"紫晶,管管,漂浮,垃圾,河道",16,relevant,环境,期待,4,medium,0.84,True,8,0,噪音扰民|环境污染,su12345,https://su12345.yichang.gov.cn/complaint/S2026810591,2026-06-13T12:00:00.000000,2026-04-22T13:33:15,111.3045464360011,30.713869404591268,529172.03,3399291.48,运河公园,公园
e0418,规划范围,云集路,听说绿萝路菜市场老旧小区加装电梯，真的假的,"绿萝路,真的假,菜市场,老旧,电梯",21,relevant,规划,愤怒,3,medium,0.73,True,3,5,规划|新鲜事,xiaohongshu,https://www.xiaohongshu.com/explore/b0593434ab70a55aa94242de,2026-06-13T12:00:00.000000,2026-04-09T20:51:09,111.29631563957757,30.701519558067794,528387.23,3397920.2,均瑶广场,核心商圈
e0419,规划范围,港窑路,住在沿江大道中段附近，河水发臭了，快受不了了,"发臭,中段,受不了,沿江,大道",22,relevant,城市,怀念,1,low,0.99,True,139,7,环境|生活|城市|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/5752487a4e96f406e2d97a61,2026-06-13T12:00:00.000000,2026-05-03T08:36:30,111.29303805369393,30.72854405244636,528065.41,3400915.45,夜明珠,社区
e0420,规划范围,磨基山公园,三峡大学图书馆公交线路要调整，大家怎么看,"公交线路,三峡,图书馆,大学,大家",20,relevant,城建,失望,2,high,0.96,True,1011,37,规划|宜昌|城建|新鲜事,xiaohongshu,https://www.xiaohongshu.com/explore/58f1706ed8e12eaef07a69b7,2026-06-13T12:00:00.000000,2026-06-04T05:47:55,111.41777154427409,30.64482272267059,540046.25,3391671.51,花艳社区,社区
e0421,规划范围,东山大道,住在夷陵广场附近，小区门口乱倒建筑垃圾，快受不了了,"夷陵,受不了,垃圾,小区,广场",25,relevant,城市,中性,1,medium,0.89,True,4,5,城市|宜昌|生活,xiaohongshu,https://www.xiaohongshu.com/explore/cbfbb30491969fe528acd5ee,2026-06-13T12:00:00.000000,2026-04-22T08:58:39,111.30341453617329,30.713087565796325,529063.84,3399204.51,三峡大学,教育
e0422,规划范围,伍家岗区,胜利四路新装的停车位挺好的，给社区点赞,"点赞,新装,停车位,四路,社区",19,relevant,设施,失望,3,high,0.86,True,36,2,市政设施,su12345,https://su12345.yichang.gov.cn/complaint/S2026113888,2026-06-13T12:00:00.000000,2026-04-08T11:15:18,111.35574588381283,30.676503823540674,534089.5,3395163.37,宝塔河社区,社区
e0423,规划范围,儿童公园,每天路过夷陵大道，下水道没人管太危险了,"夷陵,没人管,下水道,路过,大道",19,relevant,城市,期待,3,low,0.88,True,4,3,城市生活|民生|社区,xiaohongshu,https://www.xiaohongshu.com/explore/6d1da65eca4e710cbecf74fb,2026-06-13T12:00:00.000000,2026-04-17T19:22:12,111.29173655947548,30.71515607039545,527944.62,3399430.86,北门外,社区
e0424,规划范围,伍家岗区,周末去夷陵区逛了逛，城市书房24小时开放,"夷陵区,24,书房,周末,开放",20,relevant,城市,好奇,4,high,0.93,True,13,3,城市记忆,xiaohongshu,https://www.xiaohongshu.com/explore/7322ab866feb67a316cea6b6,2026-06-13T12:00:00.000000,2026-05-23T22:43:01,111.30240079152648,30.707986922278806,528968.26,3398638.76,东门外,社区
e0425,规划范围,绿萝路,CBD中央大街的附近工厂排废气影响了周边居民生活,"中央大街,CBD,废气,周边,工厂",24,relevant,环境,喜爱,3,low,0.77,True,5242,167,宜昌环境|身边事,weibo,https://weibo.com/9241478554/d5151b7c,2026-06-13T12:00:00.000000,2026-04-07T19:19:56,111.27951726813471,30.69018458021552,526781.06,3396659.42,滨江公园-镇江阁,沿江休闲
e0426,规划范围,黄柏河,云集路商场的垃圾清运不及时问题，已经持续大半年了,"垃圾清运,大半年,云集,商场,及时",24,relevant,城市,中性,1,high,0.84,True,128,8,环境|城市,xiaohongshu,https://www.xiaohongshu.com/explore/14d999401a943981926579d8,2026-06-13T12:00:00.000000,2026-06-10T02:17:27,111.27632342910228,30.72221119299045,526466.3,3400209.29,西坝岛沿江,沿江社区
e0427,规划范围,发展大道,磨基山森林公园那边小区门口乱倒建筑垃圾,"磨基山,森林公园,垃圾,小区,那边",19,relevant,城市,怀念,5,medium,0.91,True,6818,84,宜昌|城市,xiaohongshu,https://www.xiaohongshu.com/explore/1450e4cfdc7b14577b58b3e8,2026-06-13T12:00:00.000000,2026-06-06T19:18:51,111.29567381746256,30.699244979832304,528326.41,3397667.87,国贸大厦,核心商圈
e0428,规划范围,白龙岗小区,云集路规划方案公示了，大家有没有业主群,"公示,云集,业主,有没有,规划",19,relevant,本地新闻,期待,2,medium,0.93,True,12,5,本地新闻,meituan,https://www.meituan.com/meishi/470054296/,2026-06-13T12:00:00.000000,2026-05-08T09:02:18,111.27250422988055,30.72670448236207,526099.29,3400706.55,西坝社区,社区
e0429,规划范围,夷陵广场,对比隔壁伍家岗区，我们锦绣社区门口的停车位设计不合理,"伍家岗区,停车位,锦绣,隔壁,不合理",26,relevant,设施,失望,4,low,0.75,True,116,10,基础设施,dianping,https://www.dianping.com/review/56401694,2026-06-13T12:00:00.000000,2026-04-28T02:15:43,111.34893243851378,30.688890506415866,533432.33,3396534.57,中南路商圈,核心商圈
e0430,规划范围,万达广场,宜昌传统手艺人在做展示，万达广场是个好去处,"万达,好去处,手艺人,宜昌,展示",21,relevant,城市,愤怒,5,medium,0.95,True,20,1,城市记忆|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/73d659896e754302d30bbc41,2026-06-13T12:00:00.000000,2026-03-15T12:20:29,111.32704339618216,30.705917121930266,531329.56,3398415.91,三峡职业技术学院,教育
e0431,规划范围,城东大道,东山大道长途站附近物业费收费不合理，生活很不方便,"物业费,东山,长途,不合理,大道",24,relevant,社区,中性,4,high,0.9,True,2,3,宜昌|生活服务|社区|便民,xiaohongshu,https://www.xiaohongshu.com/explore/2b656a5028acdc1af14bd727,2026-06-13T12:00:00.000000,2026-04-29T21:49:31,111.2956018081545,30.697261881309533,528320.09,3397447.99,解放路-沿江大道口,沿江商圈
e0432,规划范围,东山,吐槽一下三峡大学沁苑的供水服务,"吐槽,沁苑,三峡,供水,大学",15,relevant,社区,中性,3,medium,0.85,True,16,1,宜昌|社区|生活服务,xiaohongshu,https://www.xiaohongshu.com/explore/8a7b876e3987dba20ef0d32b,2026-06-13T12:00:00.000000,2026-03-19T21:42:37,111.27944738275846,30.74029255426845,526760.52,3402214.63,葛洲坝中学,教育
e0433,规划范围,云集路,在沿江大道幼儿园早晚高峰根本挤不上去，效率真的低,"幼儿园,沿江,早晚,大道,效率",24,relevant,社区,满足,4,low,0.88,True,23,6,社区,xiaohongshu,https://www.xiaohongshu.com/explore/3c3f8ee120185ab43fbd0fab,2026-06-13T12:00:00.000000,2026-04-05T08:10:24,111.30922783481412,30.702793433456986,529623.84,3398064.76,万达江边段,沿江商圈
e0434,规划范围,滨江公园,早起运河公园散步，但路边烧烤油烟扰民体验很差,"油烟,扰民,烧烤,很差,散步",22,relevant,城市,满足,2,medium,0.87,True,11,5,宜昌环境|身边事|城市生活,weibo,https://weibo.com/8587588231/14da402a,2026-06-13T12:00:00.000000,2026-04-13T01:34:54,111.31329403137418,30.705150697844342,530012.65,3398327.18,万达江边段,沿江商圈
e0435,规划范围,万达广场,万达广场的社区医院人手不够,"万达,人手,社区,广场,不够",13,relevant,民生,愤怒,3,high,0.75,True,4,1,民生|宜昌服务,weibo,https://weibo.com/4419992161/2de773c6,2026-06-13T12:00:00.000000,2026-05-06T03:36:54,111.3383980339649,30.69431724307693,532421.18,3397133.11,大公桥社区,社区
e0436,规划范围,三峡大学,西陵区新装的楼道灯挺好的，给社区点赞,"西陵区,点赞,新装,楼道,社区",18,relevant,设施,怀念,1,high,0.99,True,4,2,基础设施,meituan,https://www.meituan.com/meishi/561251393/,2026-06-13T12:00:00.000000,2026-05-18T02:34:22,111.32107504954853,30.701673080545575,530759.16,3397943.74,沿江大道东段社区,社区
e0437,规划范围,国贸大厦,胜利四路滨江附近门禁好几天没人修，出行很不方便,"没人修,门禁,滨江,四路,出行",23,relevant,设施,失望,5,medium,0.77,True,1,3,基础设施,dianping,https://www.dianping.com/review/93725346,2026-06-13T12:00:00.000000,2026-04-27T13:03:43,111.35797099926103,30.671198775179285,534304.6,3394575.9,五一广场,核心商圈
e0438,规划范围,猇亭区,港窑路要建新的学校，有业主群吗求拉,"港窑路,建新,业主,学校",17,relevant,民生,满足,1,low,0.72,True,2,5,民生实事,weibo,https://weibo.com/4081404888/cffbfd54,2026-06-13T12:00:00.000000,2026-04-09T17:56:46,111.32455620095665,30.70987147886742,531090.03,3398853.62,夷陵大道-港窑段,次级商圈
e0439,规划范围,云集路,分享一下CBD中央大街要进行老旧管网改造的最新消息,"中央大街,CBD,最新消息,老旧,管网",25,relevant,本地新闻,怀念,3,medium,0.77,True,6,4,本地新闻,meituan,https://www.meituan.com/meishi/363751663/,2026-06-13T12:00:00.000000,2026-05-03T05:22:56,111.32576554832953,30.713931356015095,531204.57,3399304.06,三峡大学,教育
e0440,规划范围,黄柏河,锦绣社区那边在修路,"修路,锦绣,社区,那边",9,relevant,城建,期待,2,medium,0.95,True,2,2,城建,xiaohongshu,https://www.xiaohongshu.com/explore/74e4ff776111b1d8d5565f31,2026-06-13T12:00:00.000000,2026-03-17T22:12:37,111.31383775167203,30.708170109943566,530063.8,3398662.08,万达周边社区,社区
e0441,规划范围,黄柏河,滨江公园大门口水质越来越差了，大家有没有同感,"同感,滨江,水质,大门口,公园",22,relevant,环境,满足,2,high,0.82,True,2,0,环境,dianping,https://www.dianping.com/review/80262450,2026-06-13T12:00:00.000000,2026-04-03T23:07:34,111.29296553082607,30.72326326506053,528059.99,3400329.98,夜明珠,社区
e0442,规划范围,万达广场,早起发展大道高速口散步，但工地天天施工，噪音太大了体验很差,"很差,噪音,散步,早起,工地",29,relevant,城市,喜爱,4,medium,0.82,True,3,4,城市生活,weibo,https://weibo.com/8894114402/56ab61a6,2026-06-13T12:00:00.000000,2026-04-14T16:16:06,111.32684309876691,30.714536880103505,531307.59,3399371.49,夷陵大道-港窑段,次级商圈
e0443,规划范围,东山大道,葛洲坝的广场舞音响太吵了问题，已经持续大半年了,"太吵,大半年,葛洲坝,音响,广场",23,relevant,城市,期待,4,medium,0.78,True,14,0,城市|宜昌|环境|生活,xiaohongshu,https://www.xiaohongshu.com/explore/3942c6458190ce3f3f800287,2026-06-13T12:00:00.000000,2026-05-22T11:38:55,111.32319310089326,30.72213045093422,530955.54,3400212.34,三峡大学,教育
e0444,规划范围,沿江大道,港窑路燃气管理混乱，体验很不好,"港窑路,管理混乱,燃气,体验,不好",15,relevant,民生,中性,4,low,0.78,True,15,1,民生|宜昌服务,weibo,https://weibo.com/1880666642/c87f06b3,2026-06-13T12:00:00.000000,2026-06-06T02:16:20,111.28829362798437,30.702067847670847,527618.56,3397978.98,夷陵广场,核心商圈
e0445,规划范围,三峡大学,夷陵大道中医院要建新的地铁站，大家施工队已经进场了,"地铁站,施工队,夷陵,中医院,建新",25,relevant,城建,怀念,5,medium,0.75,True,16,0,城建|新鲜事|规划,xiaohongshu,https://www.xiaohongshu.com/explore/c74a3f3b4560be0625c79f4b,2026-06-13T12:00:00.000000,2026-04-07T22:43:40,111.34912189139666,30.682182119998515,533452.8,3395790.9,张家店,社区
e0446,规划范围,均瑶广场,国贸大厦的药店如果能改善一下就好了,"国贸,药店,大厦,改善,一下",17,relevant,民生,满足,1,low,0.86,True,6,0,宜昌服务|民生|生活便利,weibo,https://weibo.com/1768154015/4317edec,2026-06-13T12:00:00.000000,2026-03-15T15:56:33,111.29281292049515,30.700468021190943,528051.97,3397802.74,步行街,核心商圈
e0447,规划范围,猇亭区,绿萝路菜市场环境整治后好多了，但广场舞音响太吵了还是存在,"太吵,绿萝路,菜市场,音响,整治",28,relevant,城市,中性,4,high,0.86,True,3,4,城市生活|身边事,weibo,https://weibo.com/3106014794/7d65c131,2026-06-13T12:00:00.000000,2026-04-30T21:13:43,111.30642269998506,30.710474749091286,529352.78,3398915.62,夷陵大道-胜利段,次级商圈
e0448,规划范围,夷陵大道,每天路过西陵区，斑马线好几天没人修太危险了,"西陵区,没人修,斑马线,路过,危险",21,relevant,城市,满足,4,low,0.98,True,9,2,城市生活|社区|民生,xiaohongshu,https://www.xiaohongshu.com/explore/28c9ddd45a3d9fef76d478a9,2026-06-13T12:00:00.000000,2026-03-17T04:02:37,111.29680962045452,30.705180324902667,528433.48,3398326.18,时代广场,核心商圈
e0449,规划范围,伍家岗区,江山多娇的河水发臭了，谁能来管管,"多娇,发臭,管管,江山,河水",16,relevant,城市,失望,3,medium,0.8,True,10,4,城市|生活|环境|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/7e8e5508a3f275e6096a1925,2026-06-13T12:00:00.000000,2026-04-25T08:11:52,111.28641656906518,30.694290871690527,527440.93,3397116.33,滨江公园-双亭,沿江休闲
e0450,规划范围,夷陵广场,体育场路加油站要拆迁了，大家反对,"加油站,体育场,拆迁,反对,大家",16,relevant,本地新闻,中性,1,high,0.78,True,15,0,本地新闻,meituan,https://www.meituan.com/meishi/691221663/,2026-06-13T12:00:00.000000,2026-03-31T20:04:19,111.32712840821256,30.720657578514636,531332.94,3400050.14,夷陵大道-港窑段,次级商圈
e0451,规划范围,CBD,葛洲坝供暖终于改善了，等了很久,"葛洲坝,供暖,改善,终于",15,relevant,社区,中性,3,low,0.85,True,49,4,生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/db93e1f574ebe8ee03820cae,2026-06-13T12:00:00.000000,2026-04-15T13:41:59,111.3059162401167,30.70444351088403,529306.09,3398246.83,CBD中央商务区,核心商圈
e0452,规划范围,沿江大道,东山公园信报箱存在安全隐患，反映了好几次了,"信报箱,安全隐患,东山,公园,几次",21,relevant,设施,失望,3,low,0.95,True,5,5,公共设施,dianping,https://www.dianping.com/review/24834737,2026-06-13T12:00:00.000000,2026-04-07T19:25:33,111.37055999361661,30.65490158149822,535516.98,3392773.03,胜利一路社区,社区
e0453,规划范围,水悦城,西陵一路的附近工厂排废气影响了周边居民生活,"西陵,废气,周边,一路,工厂",21,relevant,环境,怀念,2,low,0.74,True,266,10,环境,xiaohongshu,https://www.xiaohongshu.com/explore/ca1a6ec4e105bc0301bd0cf6,2026-06-13T12:00:00.000000,2026-05-02T21:13:40,111.31482983404568,30.705521693513493,530159.66,3398368.73,万达周边社区,社区
e0454,规划范围,西陵一路,早起胜利四路散步，但晚上光污染严重体验很差,"光污染,很差,四路,散步,早起",21,relevant,城市,失望,1,medium,0.94,True,149,7,城市生活|宜昌环境,weibo,https://weibo.com/1345199594/9a89da73,2026-06-13T12:00:00.000000,2026-06-03T22:53:47,111.29454302471477,30.69896239376281,528218.15,3397636.25,国贸大厦,核心商圈
e0455,规划范围,夷陵广场,胜利四路环境整治后好多了，但附近工厂排废气还是存在,"四路,废气,整治,好多,工厂",25,relevant,环境,失望,2,medium,0.88,True,10,0,周边|环境,dianping,https://www.dianping.com/review/92816014,2026-06-13T12:00:00.000000,2026-06-10T06:12:00,111.30869249796339,30.73877048663072,529561.58,3402053.24,石板社区,边缘
e0456,规划范围,猇亭区,锦绣社区新开了保洁，方便多了,"保洁,新开,锦绣,社区,方便",14,relevant,交通,中性,1,high,0.77,True,25,3,公共交通,su12345,https://su12345.yichang.gov.cn/complaint/S2026876447,2026-06-13T12:00:00.000000,2026-04-08T19:50:25,111.29520467349825,30.706378163751555,528279.38,3398458.57,时代广场,核心商圈
e0457,规划范围,城东大道,吐槽云集路的停车位，设计不合理,"吐槽,停车位,云集,不合理,设计",15,relevant,设施,满足,3,low,0.71,True,24,2,基础设施|公共设施,dianping,https://www.dianping.com/review/46334390,2026-06-13T12:00:00.000000,2026-04-24T18:50:02,111.36439254797818,30.66765756419834,534921.26,3394185.28,胜利一路社区,社区
e0458,规划范围,锦绣社区,三峡大学图书馆那边绿化带被破坏了,"绿化带,三峡,图书馆,那边,破坏",16,relevant,城市,好奇,2,high,0.76,True,6,3,宜昌环境|身边事|城市生活,weibo,https://weibo.com/2085378870/a6d81b2f,2026-06-13T12:00:00.000000,2026-03-22T01:36:51,111.30450989362497,30.69997649130745,529172.71,3397751.23,云集路-沿江大道口,沿江商圈
e0459,规划范围,发展大道,对比隔壁东山大道，我们国贸负一楼的楼道灯早该换了,"灯早,国贸,楼道,一楼,东山",24,relevant,城市,愤怒,5,medium,0.88,True,88,7,城市生活|宜昌|民生|社区,xiaohongshu,https://www.xiaohongshu.com/explore/39cc27a66747d85d29d41afd,2026-06-13T12:00:00.000000,2026-04-25T17:28:04,111.34889672326428,30.67703760881599,533432.99,3395220.49,中南路商圈,核心商圈
e0460,规划范围,国贸大厦,国贸大厦垃圾桶不够用，反映了好几次了,"垃圾桶,国贸,大厦,几次,不够",18,relevant,设施,期待,4,low,0.93,True,19245,1098,基础设施|公共设施,dianping,https://www.dianping.com/review/97825860,2026-06-13T12:00:00.000000,2026-03-31T09:26:26,111.35771373233932,30.6699854550527,534280.38,3394441.31,五一广场,核心商圈
e0461,规划范围,滨江公园,早起白龙岗小区散步，但小区门口乱倒建筑垃圾体验很差,"小区,龙岗,很差,散步,早起",25,relevant,城市,期待,5,low,0.74,True,7,5,宜昌|城市|环境|生活,xiaohongshu,https://www.xiaohongshu.com/explore/c2f6019aa69a0ca4f01e52a0,2026-06-13T12:00:00.000000,2026-05-28T12:16:59,111.29070739804565,30.71075176319717,527847.3,3398942.32,宜昌一中,教育
e0462,规划范围,绿萝路,点军区要拆迁了，这次是真的要动了,"点军区,要动,拆迁,真的,这次",16,relevant,城建,愤怒,1,medium,0.9,True,9,3,城建,dianping,https://www.dianping.com/review/64869210,2026-06-13T12:00:00.000000,2026-05-19T01:39:45,111.30130845256264,30.705114506415583,528864.48,3398320.03,CBD中央商务区,核心商圈
e0463,规划范围,珍珠路,黄柏河环境整治后好多了，但河水发臭了还是存在,"发臭,黄柏,整治,河水,好多",22,relevant,城市,好奇,2,high,0.84,True,7,4,城市|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/67d1b8a12f299991e6a0f958,2026-06-13T12:00:00.000000,2026-05-05T19:57:45,111.30426398888733,30.712284012378273,529145.45,3399115.64,白龙岗,社区
e0464,规划范围,云集路,港窑路口的河水发臭了影响了周边居民生活,"港窑,发臭,路口,河水,周边",19,relevant,城市,中性,1,low,0.94,True,5,5,城市|环境,xiaohongshu,https://www.xiaohongshu.com/explore/ab56c891570762ab9ba6fbb3,2026-06-13T12:00:00.000000,2026-03-25T22:24:09,111.29783595582504,30.69957035169368,528533.45,3397704.49,解放路-沿江大道口,沿江商圈
e0465,规划范围,夷陵区,夷陵大道中医院附近下水道不够用，出行很不方便,"夷陵,下水道,中医院,出行,大道",22,relevant,城市,失望,3,medium,0.87,True,4,3,城市设施|民生关注,weibo,https://weibo.com/8633701919/82ffe2e1,2026-06-13T12:00:00.000000,2026-05-14T06:59:00,111.30275711449214,30.703571738119816,529003.71,3398149.36,CBD中央商务区,核心商圈
e0466,规划范围,葛洲坝,住在绿萝路附近，晚上光污染严重，快受不了了,"绿萝路,光污染,受不了,晚上,严重",21,relevant,城市,中性,1,high,0.71,True,11648,140,宜昌环境|城市生活|身边事,weibo,https://weibo.com/6997309296/66938082,2026-06-13T12:00:00.000000,2026-04-21T02:32:56,111.32828139202597,30.694002805373596,531452.02,3397095.38,大公桥江段,沿江社区
e0467,规划范围,夷陵区,伍家岗区诗歌朗诵今年在儿童公园办得不错,"伍家岗区,诗歌朗诵,儿童公园,办得,不错",19,relevant,城市,中性,4,high,0.96,True,7,0,城市记忆,weibo,https://weibo.com/9646484782/26d4796c,2026-06-13T12:00:00.000000,2026-04-19T15:23:53,111.2751591436549,30.738857698966807,526350.26,3402054.54,葛洲坝沿江,沿江社区
e0468,规划范围,西陵一路,城东大道新开了供水，方便多了,"新开,城东,供水,大道,方便",14,relevant,社区,失望,2,medium,0.82,True,4,4,便民|宜昌|生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/99ac8e9157ae1e0bb2f0f0aa,2026-06-13T12:00:00.000000,2026-03-14T02:18:21,111.36963131042558,30.662517316075842,535425.19,3393617.05,胜利一路社区,社区
e0469,规划范围,磨基山公园,对比前几年，锦绣社区垃圾清运不及时越来越严重了,"垃圾清运,锦绣,社区,对比,几年",23,relevant,城市,满足,1,medium,0.79,True,103,8,身边事|城市生活,weibo,https://weibo.com/3013974513/6c682d9d,2026-06-13T12:00:00.000000,2026-05-28T19:15:53,111.35935908465102,30.673297348745905,534436.88,3394808.98,五一广场,核心商圈
e0470,规划范围,发展大道,葛洲坝供暖终于提升了，等了很久,"葛洲坝,供暖,提升,终于",15,relevant,社区,好奇,2,low,0.71,True,13,2,物业服务|社区服务,su12345,https://su12345.yichang.gov.cn/complaint/S2026901070,2026-06-13T12:00:00.000000,2026-05-25T16:25:32,111.29236748701325,30.70597913922201,528007.7,3398413.62,步行街,核心商圈
e0471,规划范围,西陵区,伍家岗区的非遗活动很有意思，推荐大家去看看,"伍家岗区,有意思,推荐,看看,大家",21,relevant,设施,好奇,4,high,0.71,True,9,5,文化设施|公共空间,su12345,https://su12345.yichang.gov.cn/complaint/S2026239612,2026-06-13T12:00:00.000000,2026-04-12T21:25:32,111.29420203948277,30.70425232772108,528183.95,3398222.64,国贸大厦,核心商圈
e0472,规划范围,白龙岗小区,点军区那边灰尘特别大，窗户都不敢开,"点军区,灰尘,窗户,那边,不敢",17,relevant,环境,喜爱,5,low,0.79,True,6,0,周边环境,meituan,https://www.meituan.com/meishi/198745061/,2026-06-13T12:00:00.000000,2026-05-24T07:43:26,111.31239642992239,30.70178575752177,529927.7,3397953.89,体育场路,社区
e0473,规划范围,夷陵广场,住在东山公园山顶附近，灰尘特别大，窗户都不敢开，快受不了了,"东山,灰尘,受不了,窗户,山顶",29,relevant,城市,好奇,3,medium,0.71,True,47,5,城市生活,weibo,https://weibo.com/7743752514/a3ccd18c,2026-06-13T12:00:00.000000,2026-04-24T10:00:56,111.30449197315082,30.733210153369605,529160.99,3401435.69,三峡大学,教育
e0474,规划范围,沿江大道,儿童公园的路灯终于坏了了,"儿童公园,路灯,终于",12,relevant,城市,喜爱,5,medium,0.82,True,4,5,城市生活|宜昌|民生,xiaohongshu,https://www.xiaohongshu.com/explore/d22c8724df00ac5e170cc07d,2026-06-13T12:00:00.000000,2026-05-04T17:11:39,111.30184184339173,30.70886299946546,528914.45,3398735.74,东门外,社区
e0475,规划范围,点军区,东山大道的燃气配套设施跟不上,"跟不上,东山,燃气,大道,配套",14,relevant,社区,好奇,2,low,0.92,True,19,4,宜昌|生活服务|便民|社区,xiaohongshu,https://www.xiaohongshu.com/explore/bdb5ee1df7cb5818d9a41c0e,2026-06-13T12:00:00.000000,2026-03-14T16:31:59,111.2974809313982,30.701733725442054,528498.8,3397944.24,均瑶广场,核心商圈
e0476,规划范围,伍家岗区,听说珍珠路要通天然气了，真的假的,"路要,真的假,珍珠,天然气,听说",16,relevant,城建,期待,1,high,0.93,True,28,5,民生实事|城建动态|宜昌新闻,weibo,https://weibo.com/6895583191/7eacc91a,2026-06-13T12:00:00.000000,2026-06-03T08:46:53,111.34168286585869,30.692927809333383,532736.36,3396980.03,大公桥社区,社区
e0477,规划范围,点军区,体育场路加油站公共厕所需要增加，反映了好几次了,"公共厕所,加油站,体育场,几次,反映",23,relevant,设施,怀念,1,high,0.91,True,5,5,公共设施|基础设施,dianping,https://www.dianping.com/review/15295971,2026-06-13T12:00:00.000000,2026-03-22T11:30:17,111.36194189001792,30.69224053532056,534677.62,3396909.92,伍家岗江段,沿江社区
e0478,规划范围,儿童公园,港窑路的滨江的文化墙更新了，拍照超出片,"港窑路,滨江,拍照,超出,更新",19,relevant,城市,怀念,1,medium,0.97,True,865,21,城市记忆|打卡宜昌,weibo,https://weibo.com/1368588220/cb59ddde,2026-06-13T12:00:00.000000,2026-04-01T07:26:48,111.28035036394652,30.70001883895034,526858.15,3397749.89,滨江公园-镇江阁,沿江休闲
e0479,规划范围,均瑶广场,磨基山森林公园的环境问题：小区门口乱倒建筑垃圾,"磨基山,森林公园,垃圾,小区,门口",23,relevant,环境,怀念,1,medium,0.92,True,5,5,环境,dianping,https://www.dianping.com/review/75405829,2026-06-13T12:00:00.000000,2026-04-06T12:08:52,111.30501119828277,30.71509802044527,529216.18,3399427.81,锦绣社区,社区
e0480,规划范围,西陵一路,东山公园的药店如果能改善一下就好了,"药店,东山,公园,改善,一下",17,relevant,社区,中性,5,high,0.72,True,13,2,便民|生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/95edda7c523488133c34bdca,2026-06-13T12:00:00.000000,2026-05-13T22:32:41,111.30321981331299,30.70326654072413,529048.13,3398115.65,胜利四路社区,社区
e0481,规划范围,磨基山公园,恒大绿洲的保安人手不够，大家有没有同感,"恒大,同感,绿洲,人手,保安",19,relevant,民生,期待,3,low,0.82,True,16,0,民生|宜昌服务|生活便利,weibo,https://weibo.com/5837424564/85c5b25e,2026-06-13T12:00:00.000000,2026-03-21T14:29:38,111.35761260775257,30.65191133314163,534277.06,3392437.49,合益路,社区
e0482,规划范围,磨基山公园,秋天的CBD，老建筑翻新后挺有味道氛围很好,"CBD,翻新,氛围,秋天,味道",21,relevant,城市,愤怒,2,medium,0.74,True,95,2,宜昌文化|城市记忆,weibo,https://weibo.com/2161890803/0a56571c,2026-06-13T12:00:00.000000,2026-05-03T00:47:06,111.28925483354244,30.69591782708902,527712.4,3397297.4,滨江公园-双亭,沿江休闲
e0483,规划范围,黄柏河,云集路门禁终于要换新了，期待,"要换,门禁,云集,期待,终于",14,relevant,设施,中性,1,low,0.78,True,3,1,公共设施|基础设施,dianping,https://www.dianping.com/review/38188009,2026-06-13T12:00:00.000000,2026-06-07T09:53:18,111.29115112739392,30.711232012061807,527889.67,3398995.68,西陵一路商区,次级商圈
e0484,规划范围,均瑶广场,原来夷陵大道图书馆环境很好，今天才发现,"夷陵,图书馆,大道,环境,原来",19,relevant,城市,怀念,1,medium,0.87,True,16,2,打卡宜昌|城市记忆|宜昌文化,weibo,https://weibo.com/6464127528/b1f04696,2026-06-13T12:00:00.000000,2026-03-30T12:30:54,111.30417506698755,30.712887139959463,529136.75,3399182.48,锦绣社区,社区
e0485,规划范围,CBD,对比隔壁体育场路，我们水悦城星巴克的消防通道不够用,"星巴克,水悦城,消防通道,体育场,隔壁",25,relevant,城市,失望,5,medium,0.72,True,1267,41,民生|宜昌|城市生活|社区,xiaohongshu,https://www.xiaohongshu.com/explore/02bf02d270c7fb06f9b87079,2026-06-13T12:00:00.000000,2026-05-11T01:38:24,111.27663462389384,30.734243453705517,526492.82,3401543.33,西坝社区,社区
