id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e0786,xiling_wujia,meituan,2025-10-02T08:15:31+08:00,2025-10-02T08:15:31+08:00,夜间道路标识反光清晰，开车省心,"省心,反光,标识,开车,夜间",15,urban_operation,facility,满足,1.0,positive,1.0,low,0.92,True,宜昌,relevant,金融保险服务,2,1,兴业银行,,T2,兴业银行(宜昌分行),main,111.2756,30.7063,526401.25,3.3984402e+06,兴业银行(宜昌分行),金融保险服务,0.95,Very Positive,0.15,喜悦满意,喜悦满意,,
e0787,xiling_wujia,12345,2025-10-01T13:18:49+08:00,2025-10-01T13:18:49+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_governance,culture,满足,1.0,positive,1.0,high,0.98,True,宜昌,relevant,金融保险服务,7,1,中国农业银行,,T2,中国农业银行(伍临分理处),main,111.3559,30.6397,534114.4,3.3910882e+06,中国农业银行(伍临分理处),金融保险服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e0788,xiling_wujia,weibo,2025-09-30T02:53:08+08:00,2025-09-30T02:53:08+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜",15,urban_operation,culture,失望,1.0,negative,1.0,low,0.9,True,宜昌,relevant,交通设施服务,3,3,公交车站相关,,T2,儿童公园北门(公交站),main,111.2841,30.7065,527211.4,3.398469e+06,儿童公园北门(公交站),交通设施服务,0.08,Very Negative,0.15,不满抱怨,不满抱怨,,
e0789,xiling_wujia,xiaohongshu,2025-09-23T14:57:13+08:00,2025-09-23T14:57:13+08:00,一般水平,"水平,一般",4,urban_operation,event,好奇,0.298,neutral,0.298,high,0.89,True,宜昌,relevant,餐饮服务,29,8,中餐厅,,T2,畔山明月,main,111.4044,30.6339,538766.7,3.3904525e+06,畔山明月,餐饮服务,0.43,Neutral,0.04,其他,其他,,
e0790,xiling_wujia,weibo,2025-09-27T13:25:49+08:00,2025-09-27T13:25:49+08:00,路边的树被乱砍，心疼,"乱砍,心疼,路边",10,urban_operation,environment,愤怒,1.0,negative,1.0,medium,0.91,True,宜昌,relevant,交通设施服务,0,0,公交车站相关,,T2,绿萝路(公交站),main,111.2942,30.7094,528182.44,3.398798e+06,绿萝路(公交站),交通设施服务,0.01,Very Negative,0.1,不满抱怨,不满抱怨,,
e0791,xiling_wujia,xiaohongshu,2025-09-15T13:34:31+08:00,2025-09-15T13:34:31+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_planning,service,期待,1.0,positive,1.0,low,0.96,True,宜昌,relevant,商务住宅,19,4,住宅小区,,T2,宜化·巴黎香颂2期,main,111.3239,30.6853,531034.0,3.3961335e+06,宜化·巴黎香颂2期,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0792,xiling_wujia,xiaohongshu,2025-10-04T22:56:10+08:00,2025-10-04T22:56:10+08:00,也就那样吧,那样,5,urban_operation,service,中性,0.242,neutral,0.242,high,0.84,True,宜昌,relevant,住宿服务,2,0,宾馆酒店,,T2,泰禾商务酒店,main,111.3272,30.6844,531351.06,3.3960272e+06,泰禾商务酒店,住宿服务,0.53,Neutral,0.05,其他,其他,,
e0793,xiling_wujia,xiaohongshu,2025-09-26T10:01:34+08:00,2025-09-26T10:01:34+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,失望,0.83,negative,0.83,high,0.84,True,宜昌,relevant,交通设施服务,3,0,公交车站相关,,T2,二中(公交站),main,111.2978,30.7155,528523.56,3.3994672e+06,二中(公交站),交通设施服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e0794,xiling_wujia,weibo,2025-09-27T03:51:04+08:00,2025-09-27T03:51:04+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,喜爱,0.9,positive,0.9,medium,0.81,True,宜昌,relevant,交通设施服务,4,5,公共停车场,,T2,宜昌站停车场,main,111.2933,30.7032,528100.1,3.3981022e+06,宜昌站停车场,交通设施服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e0795,xiling_wujia,meituan,2025-10-03T04:39:45+08:00,2025-10-03T04:39:45+08:00,剧院演出水准很高，推荐,"水准,剧院,演出,推荐",11,urban_renewal,culture,满足,1.0,positive,1.0,high,0.95,True,宜昌,relevant,生活服务,26,0,生活服务场所,,T2,中国移动通信集团宜昌分公司,main,111.3118,30.7055,529868.6,3.3983632e+06,中国移动通信集团宜昌分公司,生活服务,0.99,Very Positive,0.11,喜悦满意,喜悦满意,,
e0796,xiling_wujia,meituan,2025-09-20T19:22:12+08:00,2025-09-20T19:22:12+08:00,这条路坑坑洼洼半年没人修,"没人修,坑坑洼洼,半年,这条",12,urban_governance,facility,失望,0.56,negative,0.56,high,0.96,True,宜昌,relevant,金融保险服务,9,0,银行相关,,T2,中国人民银行(宜昌市分行),main,111.3168,30.7143,530349.1,3.3993415e+06,中国人民银行(宜昌市分行),金融保险服务,0.32,Negative,0.12,其他,其他,,
e0797,xiling_wujia,meituan,2025-10-03T16:42:23+08:00,2025-10-03T16:42:23+08:00,普通,普通,2,urban_operation,facility,中性,0.242,neutral,0.242,low,0.86,True,宜昌,relevant,购物服务,1,1,花卉市场,,T2,诗情花艺,main,111.2885,30.699,527640.94,3.397636e+06,诗情花艺,购物服务,0.53,Neutral,0.02,其他,其他,,
e0798,xiling_wujia,meituan,2025-09-24T17:21:34+08:00,2025-09-24T17:21:34+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_operation,culture,失望,0.91,negative,0.91,low,0.81,True,宜昌,relevant,商务住宅,4,2,商住两用楼宇,,T2,亚洲广场,main,111.278,30.7059,526632.94,3.3984e+06,亚洲广场,商务住宅,0.22,Negative,0.13,不满抱怨,不满抱怨,,
e0799,xiling_wujia,weibo,2025-09-25T18:13:30+08:00,2025-09-25T18:13:30+08:00,没什么特别,"没什么,特别",5,urban_operation,event,好奇,0.256,neutral,0.256,high,0.81,True,宜昌,relevant,商务住宅,11,0,住宅小区,,T2,东辰雅园,main,111.3515,30.6751,533680.06,3.3950042e+06,东辰雅园,商务住宅,0.46,Neutral,0.05,其他,其他,,
e0800,xiling_wujia,meituan,2025-09-30T06:57:39+08:00,2025-09-30T06:57:39+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_operation,culture,满足,1.0,positive,1.0,high,0.84,True,宜昌,relevant,住宿服务,1,0,宾馆酒店,,T2,金岛新悦酒店,main,111.2893,30.7162,527709.0,3.3995512e+06,金岛新悦酒店,住宿服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e0801,xiling_wujia,12345,2025-09-24T05:18:44+08:00,2025-09-24T05:18:44+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",18,urban_governance,facility,满足,0.98,positive,0.98,low,0.94,True,宜昌,relevant,生活服务,1,1,物流速递,,T2,货拉拉(宜昌伍家岗店),main,111.3781,30.6758,536235.75,3.3950968e+06,货拉拉(宜昌伍家岗店),生活服务,0.89,Very Positive,0.18,喜悦满意,喜悦满意,,
e0802,xiling_wujia,dianping,2025-09-27T23:54:32+08:00,2025-09-27T23:54:32+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_operation,facility,满足,0.86,positive,0.86,high,0.99,True,宜昌,relevant,体育休闲服务,3,1,医疗保健服务场所,,T2,宜昌市中心血站(大连路),main,111.3135,30.7012,530035.06,3.3978865e+06,宜昌市中心血站(大连路),体育休闲服务,0.83,Very Positive,0.19,喜悦满意,喜悦满意,,
e0803,xiling_wujia,dianping,2025-09-27T00:57:04+08:00,2025-09-27T00:57:04+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_governance,culture,失望,1.0,negative,1.0,medium,0.79,True,宜昌,relevant,公司企业,6,1,公司,,T2,宜昌粮食集团,main,111.3686,30.6718,535318.3,3.3946492e+06,宜昌粮食集团,公司企业,0.05,Very Negative,0.13,失望厌恶,失望厌恶,,
e0804,xiling_wujia,xiaohongshu,2025-09-27T08:49:20+08:00,2025-09-27T08:49:20+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,0.9,positive,0.9,low,0.92,True,宜昌,relevant,金融保险服务,10,2,银行相关,,T2,中国工商银行(城中支行),main,111.2915,30.6979,527930.06,3.3975142e+06,中国工商银行(城中支行),金融保险服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e0805,xiling_wujia,xiaohongshu,2025-09-25T03:31:24+08:00,2025-09-25T03:31:24+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.83,True,宜昌,relevant,住宿服务,11,5,经济型连锁酒店,,T2,茉莉花开连锁酒店(宜昌万达店),main,111.2966,30.6957,528413.44,3.3972735e+06,茉莉花开连锁酒店(宜昌万达店),住宿服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0806,xiling_wujia,meituan,2025-10-03T22:46:01+08:00,2025-10-03T22:46:01+08:00,夜经济让城市更有活力了,"活力,城市,经济",11,urban_operation,event,期待,1.0,positive,1.0,medium,0.87,True,宜昌,relevant,住宿服务,5,0,旅馆招待所,,T2,宜昌家威旅馆,main,111.3651,30.6639,534986.3,3.393771e+06,宜昌家威旅馆,住宿服务,0.94,Very Positive,0.11,喜悦满意,喜悦满意,,
e0807,xiling_wujia,dianping,2025-09-25T07:16:10+08:00,2025-09-25T07:16:10+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜",15,urban_governance,culture,愤怒,1.0,negative,1.0,medium,0.92,True,宜昌,relevant,交通设施服务,0,0,港口码头,,T2,宜昌港九码头,main,111.2973,30.6848,528484.4,3.3960675e+06,宜昌港九码头,交通设施服务,0.08,Very Negative,0.15,不满抱怨,不满抱怨,,
e0808,xiling_wujia,xiaohongshu,2025-09-18T03:38:08+08:00,2025-09-18T03:38:08+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_planning,service,失望,1.0,negative,1.0,low,0.97,True,宜昌,relevant,餐饮服务,4,3,餐饮相关,,T2,宜昌富力皇冠假日酒店,main,111.3028,30.682,529014.4,3.3957582e+06,宜昌富力皇冠假日酒店,餐饮服务,0.04,Very Negative,0.14,不满抱怨,不满抱怨,,
e0809,xiling_wujia,dianping,2025-10-02T13:21:54+08:00,2025-10-02T13:21:54+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_governance,service,喜爱,1.0,positive,1.0,medium,0.95,True,宜昌,relevant,商务住宅,7,0,住宅小区,,T2,弘洋·东郡A区,main,111.3583,30.6414,534342.56,3.3912715e+06,弘洋·东郡A区,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0810,xiling_wujia,xiaohongshu,2025-09-18T10:55:36+08:00,2025-09-18T10:55:36+08:00,街区夜景漂亮，适合打卡,"打卡,夜景,街区,漂亮,适合",11,urban_operation,culture,喜爱,1.0,positive,1.0,medium,0.84,True,宜昌,relevant,公司企业,2,3,医药公司,,T2,宜昌九州通医药有限公司,main,111.3921,30.6377,537589.9,3.3908688e+06,宜昌九州通医药有限公司,公司企业,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0811,xiling_wujia,meituan,2025-09-25T23:36:52+08:00,2025-09-25T23:36:52+08:00,江边垃圾没人清理，味道难闻,"难闻,江边,垃圾,清理,味道",13,urban_governance,environment,愤怒,1.0,negative,1.0,high,0.91,True,宜昌,relevant,休闲娱乐,14,3,网吧,,T2,菜狗电竞(福久源店),main,111.357,30.6507,534219.2,3.3922995e+06,菜狗电竞(福久源店),休闲娱乐,0.01,Very Negative,0.13,不满抱怨,不满抱怨,,
e0812,xiling_wujia,weibo,2025-09-20T10:42:18+08:00,2025-09-20T10:42:18+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_operation,service,满足,0.82,positive,0.82,low,0.93,True,宜昌,relevant,购物服务,6,0,蔬菜市场,,T2,403菜市场,main,111.2957,30.7128,528326.8,3.3991715e+06,403菜市场,购物服务,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e0813,xiling_wujia,xiaohongshu,2025-09-27T17:35:16+08:00,2025-09-27T17:35:16+08:00,普通水平,"普通,水平",4,urban_governance,facility,好奇,0.298,neutral,0.298,medium,0.81,True,宜昌,relevant,住宿服务,12,3,宾馆酒店,,T2,顺华商务酒店(宜昌万达店),main,111.3148,30.6729,530170.5,3.39475e+06,顺华商务酒店(宜昌万达店),住宿服务,0.43,Neutral,0.04,其他,其他,,
e0814,xiling_wujia,dianping,2025-09-16T05:05:27+08:00,2025-09-16T05:05:27+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,满足,0.9,positive,0.9,low,0.96,True,宜昌,relevant,休闲娱乐,9,0,羽毛球场,,T2,明星体育羽毛球馆,main,111.328,30.7111,531418.7,3.3989912e+06,明星体育羽毛球馆,休闲娱乐,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e0815,xiling_wujia,dianping,2025-09-22T16:56:00+08:00,2025-09-22T16:56:00+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_operation,environment,期待,0.72,positive,0.72,high,0.97,True,宜昌,relevant,交通设施服务,8,4,公共停车场,,T2,新华广场停车场,main,111.3273,30.6789,531366.06,3.3954188e+06,新华广场停车场,交通设施服务,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e0816,xiling_wujia,dianping,2025-09-29T07:55:57+08:00,2025-09-29T07:55:57+08:00,夜市噪音扰民，投诉不断,"扰民,夜市,噪音,投诉,不断",11,urban_renewal,event,愤怒,1.0,negative,1.0,low,0.94,True,宜昌,relevant,休闲娱乐,1,5,游泳馆,,T2,保利林语溪,main,111.3146,30.7182,530133.7,3.3997708e+06,保利林语溪,休闲娱乐,0.01,Very Negative,0.11,失望厌恶,失望厌恶,,
e0817,xiling_wujia,meituan,2025-10-03T04:11:51+08:00,2025-10-03T04:11:51+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_governance,service,满足,0.82,positive,0.82,high,0.81,True,宜昌,relevant,商务住宅,9,5,住宅小区,,T2,大都上善谷北区,main,111.3289,30.6854,531517.1,3.3961382e+06,大都上善谷北区,商务住宅,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e0818,xiling_wujia,meituan,2025-10-02T11:28:45+08:00,2025-10-02T11:28:45+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_operation,culture,满足,1.0,positive,1.0,medium,0.88,True,宜昌,relevant,科教文化服务,2,6,小学,,T2,伍家岗区岳湾路小学,main,111.3292,30.6874,531545.25,3.3963602e+06,伍家岗区岳湾路小学,科教文化服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e0819,xiling_wujia,dianping,2025-09-18T20:00:05+08:00,2025-09-18T20:00:05+08:00,老字号保护得好，有传承,"老字号,传承,保护",11,urban_governance,culture,喜爱,1.0,positive,1.0,medium,0.83,True,宜昌,relevant,商务住宅,13,6,住宅小区,,T2,恒大帝景,main,111.315,30.6846,530182.3,3.396049e+06,恒大帝景,商务住宅,0.99,Very Positive,0.11,怀旧认同,怀旧认同,,
e0820,xiling_wujia,dianping,2025-09-16T12:38:04+08:00,2025-09-16T12:38:04+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_renewal,facility,喜爱,1.0,positive,1.0,low,0.9,True,宜昌,relevant,生活服务,24,10,洗浴推拿场所,,T2,莲子汇影院足道(夷陵广场店),main,111.2872,30.7054,527514.6,3.398351e+06,莲子汇影院足道(夷陵广场店),生活服务,0.93,Very Positive,0.15,喜悦满意,喜悦满意,,
e0821,xiling_wujia,dianping,2025-09-29T21:50:17+08:00,2025-09-29T21:50:17+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_operation,service,失望,1.0,negative,1.0,medium,0.88,True,宜昌,relevant,休闲娱乐,3,2,垂钓园,,T2,周家冲休闲垂钓,main,111.3468,30.722,533217.06,3.4002035e+06,周家冲休闲垂钓,休闲娱乐,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e0822,xiling_wujia,weibo,2025-10-03T20:18:06+08:00,2025-10-03T20:18:06+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_renewal,culture,喜爱,1.0,positive,1.0,medium,0.94,True,宜昌,relevant,科教文化服务,4,0,高等院校,,T2,湖北三峡职业技术学院江北校区,main,111.3061,30.6942,529330.06,3.3971072e+06,湖北三峡职业技术学院江北校区,科教文化服务,0.97,Very Positive,0.1,怀旧认同,怀旧认同,,
e0823,xiling_wujia,xiaohongshu,2025-09-15T06:26:39+08:00,2025-09-15T06:26:39+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_operation,culture,失望,0.91,negative,0.91,medium,0.82,True,宜昌,relevant,政府机构及社会团体,3,0,乡镇以下级政府及事业单位,,T2,灵宝村(社区)村委会,main,111.4229,30.6474,540535.94,3.3919618e+06,灵宝村(社区)村委会,政府机构及社会团体,0.22,Negative,0.13,不满抱怨,不满抱怨,,
e0824,xiling_wujia,weibo,2025-09-26T19:19:34+08:00,2025-09-26T19:19:34+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_governance,service,喜爱,1.0,positive,1.0,high,0.92,True,宜昌,relevant,商务住宅,1,0,住宅小区,,T2,九安城,main,111.3461,30.6793,533168.9,3.395468e+06,九安城,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0825,xiling_wujia,dianping,2025-10-04T19:41:22+08:00,2025-10-04T19:41:22+08:00,普普通通,普普通通,4,urban_operation,service,中性,0.2,neutral,0.2,high,0.93,True,宜昌,relevant,住宿服务,0,0,宾馆酒店,,T2,宜昌华宝宾馆,main,111.3037,30.73,529086.2,3.4010782e+06,宜昌华宝宾馆,住宿服务,0.5,Neutral,0.04,其他,其他,,
e0826,xiling_wujia,meituan,2025-10-03T05:27:25+08:00,2025-10-03T05:27:25+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,满足,1.0,positive,1.0,high,0.83,True,宜昌,relevant,科教文化服务,7,16,小学,,T2,东方红小学,main,111.2822,30.7072,527036.75,3.3985455e+06,东方红小学,科教文化服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0827,xiling_wujia,meituan,2025-09-17T05:47:47+08:00,2025-09-17T05:47:47+08:00,感觉一般,"感觉,一般",4,urban_operation,event,中性,0.27,neutral,0.27,medium,0.85,True,宜昌,relevant,生活服务,1,1,生活服务场所,,T2,合和大唐足道•泰式SPA(城市之光店),main,111.313,30.7039,529986.94,3.3981872e+06,合和大唐足道•泰式SPA(城市之光店),生活服务,0.55,Neutral,0.04,其他,其他,,
e0828,xiling_wujia,dianping,2025-09-15T07:16:18+08:00,2025-09-15T07:16:18+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_planning,service,失望,0.66,negative,0.66,low,0.84,True,宜昌,relevant,生活服务,4,4,洗浴推拿场所,,T2,川沐城市微度假(西陵店),main,111.2688,30.7123,525744.3,3.3991062e+06,川沐城市微度假(西陵店),生活服务,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e0829,xiling_wujia,xiaohongshu,2025-09-19T10:14:49+08:00,2025-09-19T10:14:49+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_operation,service,失望,0.76,negative,0.76,low,0.97,True,宜昌,relevant,住宿服务,4,0,宾馆酒店,,T2,金岛假日酒店,main,111.3182,30.6767,530489.5,3.395177e+06,金岛假日酒店,住宿服务,0.22,Negative,0.12,不满抱怨,不满抱怨,,
e0830,xiling_wujia,meituan,2025-09-25T10:32:46+08:00,2025-09-25T10:32:46+08:00,文创市集周末很火，氛围好,"文创,很火,市集,氛围,周末",12,urban_governance,event,期待,1.0,positive,1.0,medium,0.87,True,宜昌,relevant,科教文化服务,5,2,小学,,T2,宜昌市汕头路小学,main,111.321,30.7185,530744.0,3.3998115e+06,宜昌市汕头路小学,科教文化服务,0.95,Very Positive,0.12,喜悦满意,喜悦满意,,
e0831,xiling_wujia,dianping,2025-09-28T08:25:31+08:00,2025-09-28T08:25:31+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_operation,event,愤怒,0.8,negative,0.8,medium,0.97,True,宜昌,relevant,商务住宅,6,12,住宅小区,,T2,兴润·兴悦府,main,111.343,30.6812,532867.4,3.3956828e+06,兴润·兴悦府,商务住宅,0.2,Very Negative,0.1,不满抱怨,不满抱怨,,
e0832,xiling_wujia,12345,2025-10-01T19:06:23+08:00,2025-10-01T19:06:23+08:00,这家店服务态度差，不会再来了,"服务态度,再来,这家,不会",14,urban_operation,service,失望,1.0,negative,1.0,low,0.99,True,宜昌,relevant,购物服务,7,3,家具城,,T2,全友家居(西陵旗舰店),main,111.313,30.7093,529978.44,3.3987835e+06,全友家居(西陵旗舰店),购物服务,0.01,Very Negative,0.14,不满抱怨,不满抱怨,,
e0833,xiling_wujia,dianping,2025-09-27T07:37:01+08:00,2025-09-27T07:37:01+08:00,下水道堵了，路上全是积水没人管,"没人管,下水道,积水,全是,路上",15,urban_operation,facility,愤怒,1.0,negative,1.0,medium,0.97,True,宜昌,relevant,金融保险服务,12,5,中国工商银行,,T2,中国工商银行(三峡大学分理处),main,111.3094,30.7261,529634.5,3.4006472e+06,中国工商银行(三峡大学分理处),金融保险服务,0.05,Very Negative,0.15,不满抱怨,不满抱怨,,
e0834,xiling_wujia,weibo,2025-10-01T07:51:28+08:00,2025-10-01T07:51:28+08:00,夜间道路标识反光清晰，开车省心,"省心,反光,标识,开车,夜间",15,urban_planning,facility,期待,1.0,positive,1.0,medium,0.85,True,宜昌,relevant,交通设施服务,14,0,公交车站相关,,T2,宜昌东站(公交站),main,111.3643,30.6594,534918.0,3.3932735e+06,宜昌东站(公交站),交通设施服务,0.95,Very Positive,0.15,喜悦满意,喜悦满意,,
e0835,xiling_wujia,weibo,2025-09-24T07:47:50+08:00,2025-09-24T07:47:50+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,满足,0.56,positive,0.56,low,0.96,True,宜昌,relevant,科教文化服务,4,1,小学,,T2,常刘路小学,main,111.2937,30.7266,528125.3,3.4007008e+06,常刘路小学,科教文化服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e0836,xiling_wujia,dianping,2025-09-24T05:02:23+08:00,2025-09-24T05:02:23+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_renewal,service,期待,0.9,positive,0.9,high,0.97,True,宜昌,relevant,商务住宅,10,5,住宅小区,,T2,星苑,main,111.2794,30.7082,526764.5,3.3986618e+06,星苑,商务住宅,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e0837,xiling_wujia,meituan,2025-09-24T11:58:55+08:00,2025-09-24T11:58:55+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",18,urban_operation,facility,期待,0.98,positive,0.98,low,0.79,True,宜昌,relevant,交通设施服务,0,0,公共停车场,,T2,大洋百货宜昌店地下停车场,main,111.2849,30.7097,527292.44,3.3988228e+06,大洋百货宜昌店地下停车场,交通设施服务,0.89,Very Positive,0.18,喜悦满意,喜悦满意,,
e0838,xiling_wujia,weibo,2025-09-21T23:41:00+08:00,2025-09-21T23:41:00+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_planning,service,满足,1.0,positive,1.0,high,0.9,True,宜昌,relevant,商务住宅,1,3,住宅小区,,T2,联投·玖玺台东区,main,111.3318,30.6811,531792.56,3.395667e+06,联投·玖玺台东区,商务住宅,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e0839,xiling_wujia,dianping,2025-09-25T01:52:04+08:00,2025-09-25T01:52:04+08:00,感觉一般,"感觉,一般",4,urban_renewal,service,中性,0.27,neutral,0.27,medium,0.92,True,宜昌,relevant,住宿服务,12,2,旅馆招待所,,T2,宜昌东升旅馆,main,111.3121,30.7332,529891.44,3.40144e+06,宜昌东升旅馆,住宿服务,0.55,Neutral,0.04,其他,其他,,
e0840,xiling_wujia,meituan,2025-10-02T02:10:02+08:00,2025-10-02T02:10:02+08:00,灯光秀很震撼，点赞,"点赞,震撼,灯光",9,urban_operation,event,期待,1.0,positive,1.0,low,0.96,True,宜昌,relevant,生活服务,5,2,生活服务场所,,T2,莲子汇影院式足道(伍家岗店),main,111.354,30.6494,533928.9,3.392153e+06,莲子汇影院式足道(伍家岗店),生活服务,1.0,Very Positive,0.09,喜悦满意,喜悦满意,,
e0841,xiling_wujia,weibo,2025-09-20T04:03:15+08:00,2025-09-20T04:03:15+08:00,就这样吧,这样,4,urban_governance,service,好奇,0.242,neutral,0.242,high,0.98,True,宜昌,relevant,金融保险服务,6,2,招商银行,,T2,招商银行(宜昌西陵支行),main,111.2864,30.7115,527432.44,3.3990265e+06,招商银行(宜昌西陵支行),金融保险服务,0.53,Neutral,0.04,其他,其他,,
e0842,xiling_wujia,meituan,2025-09-24T10:12:11+08:00,2025-09-24T10:12:11+08:00,普普通通,普普通通,4,urban_operation,culture,好奇,0.2,neutral,0.2,high,0.99,True,宜昌,relevant,生活服务,5,3,生活服务场所,,T2,宜昌爱合口腔医院维艺东山门诊部,main,111.3076,30.7105,529470.3,3.3989182e+06,宜昌爱合口腔医院维艺东山门诊部,生活服务,0.5,Neutral,0.04,其他,其他,,
e0843,xiling_wujia,xiaohongshu,2025-09-17T02:59:27+08:00,2025-09-17T02:59:27+08:00,没什么特别,"没什么,特别",5,urban_planning,facility,好奇,0.256,neutral,0.256,medium,0.82,True,宜昌,relevant,休闲娱乐,7,1,马术俱乐部,,T2,耀骏国际马术俱乐部(宜昌店),main,111.3363,30.733,532209.5,3.4014182e+06,耀骏国际马术俱乐部(宜昌店),休闲娱乐,0.46,Neutral,0.05,其他,其他,,
e0844,xiling_wujia,meituan,2025-09-23T07:34:28+08:00,2025-09-23T07:34:28+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,1.0,positive,1.0,medium,0.85,True,宜昌,relevant,金融保险服务,13,1,中国建设银行,,T2,中国建设银行(宜昌高峡支行),main,111.2821,30.7204,527024.4,3.400008e+06,中国建设银行(宜昌高峡支行),金融保险服务,0.97,Very Positive,0.1,怀旧认同,怀旧认同,,
e0845,xiling_wujia,dianping,2025-10-02T13:11:28+08:00,2025-10-02T13:11:28+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_operation,facility,满足,0.66,positive,0.66,high,0.9,True,宜昌,relevant,商务住宅,5,2,住宅小区,,T2,宏峰上上城3期,main,111.334,30.6918,531996.25,3.3968555e+06,宏峰上上城3期,商务住宅,0.73,Positive,0.14,喜悦满意,喜悦满意,,
