id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e0233,xiling_wujia,xiaohongshu,2026-05-01T10:24:04+08:00,2026-05-01T10:24:04+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,event,期待,1.0,positive,1.0,low,0.929,True,宜昌,relevant,体育休闲服务,0,0,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,general,111.2851,30.6973,527312.25,3.397452e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e0234,xiling_wujia,12345,2026-05-05T09:00:05+08:00,2026-05-05T09:00:05+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,喜爱,0.56,positive,0.56,low,0.956,True,宜昌,relevant,生活服务,4,1,美容美发店,,T3,季域足道·采耳·SPA(陶珠路店),ermalu,ermalu_oldstreet,111.2787,30.698,526702.9,3.3975202e+06,季域足道·采耳·SPA(陶珠路店),生活服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e0235,xiling_wujia,dianping,2026-05-05T12:27:08+08:00,2026-05-05T12:27:08+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",16,urban_operation,event,喜爱,1.0,positive,1.0,medium,0.939,True,宜昌,relevant,休闲娱乐,0,9,酒吧,,T3,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2826,30.6945,527076.9,3.397138e+06,Sober.醒Club酒吧,休闲娱乐,1.0,Very Positive,0.16,喜悦满意,喜悦满意,,
e0236,xiling_wujia,weibo,2026-05-06T19:40:37+08:00,2026-05-06T19:40:37+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_operation,service,失望,0.76,negative,0.76,low,0.957,True,宜昌,relevant,金融保险服务,6,3,中国工商银行,,T3,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.2816,30.6969,526983.1,3.3974072e+06,中国工商银行(三峡云集支行),金融保险服务,0.22,Negative,0.12,不满抱怨,不满抱怨,,
e0237,xiling_wujia,xiaohongshu,2026-05-03T09:19:55+08:00,2026-05-03T09:19:55+08:00,街区活动吸引很多人，有活力,"街区,活力,吸引,很多,活动",12,urban_operation,event,喜爱,1.0,positive,1.0,medium,0.977,True,宜昌,relevant,休闲娱乐,3,2,迪厅,,T3,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.2801,30.6968,526830.75,3.3973902e+06,夜上海舞厅,休闲娱乐,0.97,Very Positive,0.13,喜悦满意,喜悦满意,,
e0238,xiling_wujia,xiaohongshu,2026-05-01T20:29:35+08:00,2026-05-01T20:29:35+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",14,urban_operation,service,满足,0.7,positive,0.7,medium,0.972,True,宜昌,relevant,生活服务,6,15,电力营业厅,,T3,宜昌市国家电网供电局,ermalu,ermalu_oldstreet,111.2845,30.6928,527257.75,3.3969515e+06,宜昌市国家电网供电局,生活服务,0.75,Positive,0.14,怀旧认同,怀旧认同,,
e0239,xiling_wujia,meituan,2026-05-03T12:56:17+08:00,2026-05-03T12:56:17+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_operation,service,失望,0.98,negative,0.98,high,0.944,True,宜昌,relevant,生活服务,16,3,电力营业厅,,T3,宜昌市国家电网供电局,ermalu,ermalu_oldstreet,111.2846,30.6931,527267.7,3.3969862e+06,宜昌市国家电网供电局,生活服务,0.11,Very Negative,0.12,不满抱怨,不满抱怨,,
e0240,xiling_wujia,dianping,2026-05-05T21:05:43+08:00,2026-05-05T21:05:43+08:00,剧院演出水准很高，推荐,"水准,剧院,演出,推荐",11,urban_operation,culture,喜爱,1.0,positive,1.0,high,0.85,True,宜昌,relevant,科教文化服务,1,4,中学,,T3,宜昌市五中,ermalu,ermalu_oldstreet,111.2851,30.6945,527311.6,3.397143e+06,宜昌市五中,科教文化服务,0.99,Very Positive,0.11,喜悦满意,喜悦满意,,
e0241,xiling_wujia,meituan,2026-05-01T21:38:17+08:00,2026-05-01T21:38:17+08:00,这条路坑坑洼洼半年没人修,"没人修,坑坑洼洼,半年,这条",12,urban_governance,facility,愤怒,0.56,negative,0.56,medium,0.862,True,宜昌,relevant,交通设施服务,0,0,公交车站相关,,T3,市政府(公交站),ermalu,general,111.2782,30.6949,526654.0,3.3971795e+06,市政府(公交站),交通设施服务,0.32,Negative,0.12,其他,其他,,
e0242,xiling_wujia,dianping,2026-05-02T01:46:55+08:00,2026-05-02T01:46:55+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_operation,service,期待,1.0,positive,1.0,low,0.89,True,宜昌,relevant,交通设施服务,15,0,公交车站相关,,T3,一马路(公交站),ermalu,ermalu_oldstreet,111.2842,30.6921,527225.75,3.3968688e+06,一马路(公交站),交通设施服务,0.96,Very Positive,0.12,喜悦满意,喜悦满意,,
e0243,xiling_wujia,12345,2026-05-06T09:45:22+08:00,2026-05-06T09:45:22+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_governance,facility,期待,1.0,positive,1.0,high,0.941,True,宜昌,relevant,休闲娱乐,20,5,酒吧,,T3,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2837,30.6946,527180.25,3.3971498e+06,Sober.醒Club酒吧,休闲娱乐,0.96,Very Positive,0.12,喜悦满意,喜悦满意,,
e0244,xiling_wujia,dianping,2026-05-02T07:22:23+08:00,2026-05-02T07:22:23+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",16,urban_operation,service,满足,1.0,positive,1.0,medium,0.938,True,宜昌,relevant,购物服务,1,0,步行街,,T3,恒大步行街,ermalu,ermalu_oldstreet,111.2781,30.6999,526645.5,3.3977392e+06,恒大步行街,购物服务,1.0,Very Positive,0.16,喜悦满意,喜悦满意,,
e0245,xiling_wujia,weibo,2026-05-04T14:42:01+08:00,2026-05-04T14:42:01+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,愤怒,0.83,negative,0.83,low,0.934,True,宜昌,relevant,科教文化服务,8,4,小学,,T3,红星路小学,ermalu,ermalu_oldstreet,111.2827,30.6936,527081.56,3.3970428e+06,红星路小学,科教文化服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e0246,xiling_wujia,dianping,2026-05-06T09:39:18+08:00,2026-05-06T09:39:18+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹",18,urban_operation,service,期待,0.5,positive,0.5,medium,0.918,True,宜昌,relevant,政府机构及社会团体,8,1,地市级政府及事业单位,,T3,宜昌市人民政府,ermalu,ermalu_oldstreet,111.2814,30.6939,526964.44,3.3970705e+06,宜昌市人民政府,政府机构及社会团体,0.65,Positive,0.18,其他,其他,,
e0247,xiling_wujia,xiaohongshu,2026-05-05T05:53:26+08:00,2026-05-05T05:53:26+08:00,街区活动吸引很多人，有活力,"街区,活力,吸引,很多,活动",13,urban_operation,event,满足,1.0,positive,1.0,medium,0.908,True,宜昌,relevant,休闲娱乐,49,2,酒吧,,T3,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.2823,30.6931,527048.25,3.396979e+06,Nine.籁Whisky&cocktail bar,休闲娱乐,0.97,Very Positive,0.13,喜悦满意,喜悦满意,,
e0248,xiling_wujia,dianping,2026-05-04T19:02:04+08:00,2026-05-04T19:02:04+08:00,普通,普通,2,urban_operation,service,中性,0.242,neutral,0.242,low,0.888,True,宜昌,relevant,购物服务,3,1,步行街,,T3,宜昌解放路步行街,ermalu,ermalu_oldstreet,111.2793,30.7005,526755.44,3.3977988e+06,宜昌解放路步行街,购物服务,0.53,Neutral,0.02,其他,其他,,
e0249,xiling_wujia,xiaohongshu,2026-05-05T07:56:47+08:00,2026-05-05T07:56:47+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足",15,urban_renewal,service,期待,0.94,positive,0.94,high,0.83,True,宜昌,relevant,商务住宅,2,1,住宅小区,,T3,紫晶城天御,ermalu,ermalu_oldstreet,111.2758,30.6971,526423.3,3.3974292e+06,紫晶城天御,商务住宅,0.87,Very Positive,0.15,喜悦满意,喜悦满意,,
e0250,xiling_wujia,dianping,2026-05-04T08:47:09+08:00,2026-05-04T08:47:09+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_governance,facility,满足,1.0,positive,1.0,low,0.924,True,宜昌,relevant,交通设施服务,10,2,公共停车场,,T3,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2796,30.6991,526785.56,3.3976445e+06,宜昌解放路步行街地下停车场,交通设施服务,0.94,Very Positive,0.12,喜悦满意,喜悦满意,,
e0251,xiling_wujia,12345,2026-05-06T19:17:46+08:00,2026-05-06T19:17:46+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_governance,facility,满足,1.0,positive,1.0,high,0.944,True,宜昌,relevant,交通设施服务,10,2,公交车站相关,,T3,解放路(公交站),ermalu,ermalu_oldstreet,111.2804,30.6984,526867.1,3.3975752e+06,解放路(公交站),交通设施服务,0.93,Very Positive,0.15,喜悦满意,喜悦满意,,
e0252,xiling_wujia,weibo,2026-05-02T13:50:57+08:00,2026-05-02T13:50:57+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,event,期待,1.0,positive,1.0,high,0.902,True,宜昌,relevant,体育休闲服务,0,1,口腔医院,,T3,宜昌牙管家口腔(隆康路总院),ermalu,general,111.2869,30.6954,527484.4,3.3972445e+06,宜昌牙管家口腔(隆康路总院),体育休闲服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0253,xiling_wujia,dianping,2026-05-04T17:50:28+08:00,2026-05-04T17:50:28+08:00,也就那样吧,那样,5,urban_governance,facility,中性,0.242,neutral,0.242,medium,0.943,True,宜昌,relevant,交通设施服务,2,0,公交车站相关,,T3,市政府(公交站),ermalu,ermalu_oldstreet,111.2804,30.6946,526868.75,3.3971488e+06,市政府(公交站),交通设施服务,0.53,Neutral,0.05,其他,其他,,
e0254,xiling_wujia,dianping,2026-05-02T03:12:03+08:00,2026-05-02T03:12:03+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹",14,urban_operation,service,喜爱,0.5,positive,0.5,medium,0.968,True,宜昌,relevant,餐饮服务,26,0,中餐厅,,T3,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.2835,30.6952,527159.7,3.3972132e+06,瑜儿腊货馆,餐饮服务,0.65,Positive,0.18,其他,其他,,
e0255,xiling_wujia,dianping,2026-05-05T03:58:26+08:00,2026-05-05T03:58:26+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹",18,urban_governance,service,期待,0.5,positive,0.5,medium,0.84,True,宜昌,relevant,交通设施服务,7,0,公交车站相关,,T3,市政府(公交站),ermalu,ermalu_oldstreet,111.2788,30.6949,526709.9,3.3971768e+06,市政府(公交站),交通设施服务,0.65,Positive,0.18,其他,其他,,
e0256,xiling_wujia,meituan,2026-05-04T00:34:37+08:00,2026-05-04T00:34:37+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足",18,urban_operation,service,喜爱,0.94,positive,0.94,medium,0.956,True,宜昌,relevant,购物服务,0,3,特色商业街,,T3,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.2806,30.6959,526882.3,3.3972905e+06,二马路历史文化街区,购物服务,0.87,Very Positive,0.15,喜悦满意,喜悦满意,,
e0257,xiling_wujia,dianping,2026-05-01T10:11:44+08:00,2026-05-01T10:11:44+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_operation,service,喜爱,1.0,positive,1.0,medium,0.82,True,宜昌,relevant,休闲娱乐,0,3,酒吧,,T3,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2743,30.6991,526277.94,3.3976452e+06,神话酒吧(大南门店),休闲娱乐,0.96,Very Positive,0.12,喜悦满意,喜悦满意,,
e0258,xiling_wujia,dianping,2026-05-04T15:32:31+08:00,2026-05-04T15:32:31+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",14,urban_governance,facility,喜爱,0.7,positive,0.7,high,0.933,True,宜昌,relevant,交通设施服务,9,1,停车场相关,,T3,陶珠路停车场,ermalu,ermalu_oldstreet,111.278,30.6968,526633.7,3.3973922e+06,陶珠路停车场,交通设施服务,0.75,Positive,0.14,怀旧认同,怀旧认同,,
e0259,xiling_wujia,meituan,2026-05-04T05:06:48+08:00,2026-05-04T05:06:48+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,event,失望,0.98,negative,0.98,high,0.934,True,宜昌,relevant,体育休闲服务,0,3,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,general,111.2849,30.6972,527293.94,3.397439e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e0260,xiling_wujia,dianping,2026-05-06T10:20:13+08:00,2026-05-06T10:20:13+08:00,儿童公园带孩子好玩，设施新,"儿童公园,好玩,设施,孩子",13,urban_governance,facility,期待,1.0,positive,1.0,low,0.958,True,宜昌,relevant,交通设施服务,15,2,公共停车场,,T3,滨江公园地面停车场,ermalu,riverside,111.2826,30.6925,527076.2,3.3969192e+06,滨江公园地面停车场,交通设施服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e0261,xiling_wujia,weibo,2026-05-03T04:09:57+08:00,2026-05-03T04:09:57+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",15,urban_operation,service,愤怒,0.86,negative,0.86,medium,0.99,True,宜昌,relevant,金融保险服务,9,0,中国工商银行,,T3,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.2823,30.6975,527042.44,3.3974698e+06,中国工商银行(三峡云集支行),金融保险服务,0.17,Very Negative,0.15,不满抱怨,不满抱怨,,
e0262,xiling_wujia,dianping,2026-05-03T16:35:18+08:00,2026-05-03T16:35:18+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_operation,event,愤怒,1.0,negative,1.0,low,0.985,True,宜昌,relevant,体育休闲服务,2,0,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,general,111.2845,30.6972,527260.4,3.3974372e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e0263,xiling_wujia,weibo,2026-05-04T12:14:24+08:00,2026-05-04T12:14:24+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,满足,1.0,positive,1.0,high,0.954,True,宜昌,relevant,金融保险服务,4,3,中国建设银行,,T3,中国建设银行(西陵支行),ermalu,general,111.2837,30.6967,527181.6,3.3973788e+06,中国建设银行(西陵支行),金融保险服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e0264,xiling_wujia,dianping,2026-05-02T19:01:14+08:00,2026-05-02T19:01:14+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,environment,满足,1.0,positive,1.0,medium,0.905,True,宜昌,relevant,生活服务,7,0,电力营业厅,,T3,宜昌市国家电网供电局,ermalu,general,111.2848,30.6924,527290.5,3.3969078e+06,宜昌市国家电网供电局,生活服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e0265,xiling_wujia,xiaohongshu,2026-05-01T23:18:28+08:00,2026-05-01T23:18:28+08:00,夜市开市了，烟火气十足，热闹,"夜市,烟火,十足,开市,热闹",14,urban_operation,event,满足,1.0,positive,1.0,low,0.87,True,宜昌,relevant,体育休闲服务,7,0,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,general,111.2836,30.6979,527165.4,3.3975165e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e0266,xiling_wujia,weibo,2026-05-05T00:09:55+08:00,2026-05-05T00:09:55+08:00,街区夜景漂亮，适合打卡,"打卡,夜景,街区,漂亮,适合",11,urban_governance,culture,喜爱,1.0,positive,1.0,low,0.922,True,宜昌,relevant,交通设施服务,10,2,公共停车场,,T3,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2801,30.6986,526833.5,3.3975955e+06,宜昌解放路步行街地下停车场,交通设施服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0267,xiling_wujia,12345,2026-05-06T01:20:54+08:00,2026-05-06T01:20:54+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",18,urban_operation,service,喜爱,0.7,positive,0.7,low,0.969,True,宜昌,relevant,餐饮服务,3,0,中餐厅,,T3,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.2836,30.6957,527171.1,3.397273e+06,瑜儿腊货馆,餐饮服务,0.75,Positive,0.14,怀旧认同,怀旧认同,,
e0268,xiling_wujia,xiaohongshu,2026-05-01T11:51:41+08:00,2026-05-01T11:51:41+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",6,urban_operation,service,期待,0.82,positive,0.82,low,0.951,True,宜昌,relevant,金融保险服务,1,2,中国建设银行,,T3,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.2827,30.6964,527088.75,3.3973465e+06,中国建设银行(西陵支行),金融保险服务,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e0269,xiling_wujia,weibo,2026-05-06T04:56:10+08:00,2026-05-06T04:56:10+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位",14,urban_governance,facility,失望,1.0,negative,1.0,high,0.92,True,宜昌,relevant,交通设施服务,1,3,公共停车场,,T3,宜昌城市地面停车场,ermalu,ermalu_oldstreet,111.2781,30.6965,526642.2,3.397357e+06,宜昌城市地面停车场,交通设施服务,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
e0270,xiling_wujia,dianping,2026-05-03T16:10:03+08:00,2026-05-03T16:10:03+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,满足,1.0,positive,1.0,high,0.978,True,宜昌,relevant,金融保险服务,0,1,中国建设银行,,T3,中国建设银行(西陵支行),ermalu,general,111.2837,30.6968,527176.8,3.397399e+06,中国建设银行(西陵支行),金融保险服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e0271,xiling_wujia,xiaohongshu,2026-05-03T06:51:28+08:00,2026-05-03T06:51:28+08:00,这条路坑坑洼洼半年没人修,"没人修,坑坑洼洼,半年,这条",12,urban_governance,facility,愤怒,0.56,negative,0.56,low,0.898,True,宜昌,relevant,交通设施服务,23,3,公交车站相关,,T3,一马路(公交站),ermalu,ermalu_oldstreet,111.284,30.692,527207.0,3.3968638e+06,一马路(公交站),交通设施服务,0.32,Negative,0.12,其他,其他,,
e0272,xiling_wujia,12345,2026-05-02T19:11:44+08:00,2026-05-02T19:11:44+08:00,文化节组织有序，体验棒,"文化节,有序,体验,组织",11,urban_operation,event,满足,1.0,positive,1.0,medium,0.908,True,宜昌,relevant,休闲娱乐,3,1,迪厅,,T3,夜上海舞厅,ermalu,ermalu_oldstreet,111.2796,30.6969,526787.7,3.397399e+06,夜上海舞厅,休闲娱乐,1.0,Very Positive,0.11,喜悦满意,喜悦满意,,
e0273,xiling_wujia,12345,2026-05-04T16:05:21+08:00,2026-05-04T16:05:21+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_governance,service,期待,0.82,positive,0.82,medium,0.938,True,宜昌,relevant,政府机构及社会团体,11,3,地市级政府及事业单位,,T3,宜昌市人民政府,ermalu,ermalu_oldstreet,111.2817,30.6949,526987.5,3.3971842e+06,宜昌市人民政府,政府机构及社会团体,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e0274,xiling_wujia,dianping,2026-05-01T05:28:40+08:00,2026-05-01T05:28:40+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足",15,urban_operation,service,喜爱,0.94,positive,0.94,high,0.852,True,宜昌,relevant,住宿服务,0,5,宾馆酒店,,T3,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.2775,30.6992,526581.3,3.3976622e+06,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务,0.87,Very Positive,0.15,喜悦满意,喜悦满意,,
e0275,xiling_wujia,weibo,2026-05-02T22:40:50+08:00,2026-05-02T22:40:50+08:00,城区绿化提升明显，舒服,"绿化,城区,舒服,提升,明显",11,urban_operation,event,喜爱,1.0,positive,1.0,high,0.9,True,宜昌,relevant,科教文化服务,11,0,文化宫,,T3,宜昌市工人文化宫,ermalu,general,111.2866,30.6963,527458.3,3.3973398e+06,宜昌市工人文化宫,科教文化服务,0.99,Very Positive,0.11,期待建议,期待建议,,
e0276,xiling_wujia,xiaohongshu,2026-05-02T03:54:57+08:00,2026-05-02T03:54:57+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",14,urban_governance,service,满足,0.7,positive,0.7,high,0.937,True,宜昌,relevant,政府机构及社会团体,5,5,地市级政府及事业单位,,T3,宜昌市人民政府,ermalu,ermalu_oldstreet,111.2815,30.6942,526970.9,3.3971092e+06,宜昌市人民政府,政府机构及社会团体,0.75,Positive,0.14,怀旧认同,怀旧认同,,
e0277,xiling_wujia,weibo,2026-05-06T14:32:38+08:00,2026-05-06T14:32:38+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",18,urban_operation,environment,期待,1.0,positive,1.0,low,0.907,True,宜昌,relevant,购物服务,3,2,步行街,,T3,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.28,30.6998,526826.25,3.3977228e+06,宜昌解放路步行街,购物服务,0.96,Very Positive,0.12,喜悦满意,喜悦满意,,
e0278,xiling_wujia,dianping,2026-05-01T21:03:57+08:00,2026-05-01T21:03:57+08:00,大南门改造完很有老宜昌味道，喜欢,"大南门,宜昌,味道,改造,喜欢",16,urban_operation,event,期待,0.76,positive,0.76,high,0.978,True,宜昌,relevant,休闲娱乐,2,7,酒吧,,T3,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2838,30.6945,527192.06,3.3971362e+06,Sober.醒Club酒吧,休闲娱乐,0.78,Positive,0.16,期待建议,期待建议,,
e0279,xiling_wujia,weibo,2026-05-04T16:39:12+08:00,2026-05-04T16:39:12+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_operation,event,喜爱,1.0,positive,1.0,low,0.931,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T3,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.2819,30.6931,527004.3,3.3969858e+06,Nine.籁Whisky&cocktail bar,休闲娱乐,0.96,Very Positive,0.12,喜悦满意,喜悦满意,,
e0280,xiling_wujia,meituan,2026-05-06T21:48:54+08:00,2026-05-06T21:48:54+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",9,urban_operation,environment,喜爱,1.0,positive,1.0,low,0.955,True,宜昌,relevant,餐饮服务,15,3,特色/地方风味餐厅,,T3,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.2804,30.6961,526866.6,3.3973175e+06,花果牛魔王高品质烤牛肉,餐饮服务,1.0,Very Positive,0.16,喜悦满意,喜悦满意,,
e0281,xiling_wujia,12345,2026-05-03T18:13:53+08:00,2026-05-03T18:13:53+08:00,没什么特别,"没什么,特别",5,urban_operation,service,好奇,0.256,neutral,0.256,medium,0.863,True,宜昌,relevant,购物服务,9,8,步行街,,T3,宜昌解放路步行街,ermalu,ermalu_oldstreet,111.279,30.7,526728.44,3.397749e+06,宜昌解放路步行街,购物服务,0.46,Neutral,0.05,其他,其他,,
e0282,xiling_wujia,weibo,2026-05-06T08:15:44+08:00,2026-05-06T08:15:44+08:00,美食节种类丰富，逛得开心,"美食节,逛得,开心,种类,丰富",12,urban_operation,event,喜爱,1.0,positive,1.0,low,0.957,True,宜昌,relevant,休闲娱乐,16,0,酒吧,,T3,ANOTHERLIFE来生·咖啡清吧,ermalu,ermalu_oldstreet,111.2792,30.6964,526747.1,3.3973442e+06,ANOTHERLIFE来生·咖啡清吧,休闲娱乐,0.85,Very Positive,0.12,喜悦满意,喜悦满意,,
e0283,xiling_wujia,weibo,2026-05-02T06:45:15+08:00,2026-05-02T06:45:15+08:00,夜经济让城市更有活力了,"活力,城市,经济",12,urban_operation,event,满足,1.0,positive,1.0,high,0.954,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T3,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.2798,30.6959,526801.9,3.3972892e+06,山丘酒吧,休闲娱乐,0.94,Very Positive,0.11,喜悦满意,喜悦满意,,
e0284,xiling_wujia,meituan,2026-05-03T10:08:53+08:00,2026-05-03T10:08:53+08:00,就这样吧,这样,4,urban_operation,service,好奇,0.242,neutral,0.242,medium,0.946,True,宜昌,relevant,住宿服务,0,2,宾馆酒店,,T3,宜昌丽锦快捷假日酒店,ermalu,general,111.2821,30.6978,527024.9,3.3975018e+06,宜昌丽锦快捷假日酒店,住宿服务,0.53,Neutral,0.04,其他,其他,,
e0285,xiling_wujia,meituan,2026-05-05T14:22:21+08:00,2026-05-05T14:22:21+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",15,urban_operation,service,期待,1.0,positive,1.0,high,0.945,True,宜昌,relevant,餐饮服务,3,2,中餐厅,,T3,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2794,30.6986,526765.9,3.3975895e+06,把把烧(恒大步行街店),餐饮服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0286,xiling_wujia,12345,2026-05-05T14:32:03+08:00,2026-05-05T14:32:03+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",16,urban_operation,event,满足,1.0,positive,1.0,high,0.931,True,宜昌,relevant,体育休闲服务,4,3,整形美容,,T3,亚太美容医院,ermalu,ermalu_oldstreet,111.2795,30.6962,526777.75,3.3973315e+06,亚太美容医院,体育休闲服务,1.0,Very Positive,0.16,喜悦满意,喜悦满意,,
e0287,xiling_wujia,12345,2026-05-05T02:05:10+08:00,2026-05-05T02:05:10+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_operation,service,愤怒,1.0,negative,1.0,low,0.862,True,宜昌,relevant,住宿服务,3,0,宾馆酒店,,T3,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.2772,30.6982,526555.0,3.3975422e+06,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务,0.01,Very Negative,0.11,不满抱怨,不满抱怨,,
e0288,xiling_wujia,xiaohongshu,2026-05-03T01:43:01+08:00,2026-05-03T01:43:01+08:00,普通,普通,2,urban_operation,service,中性,0.242,neutral,0.242,high,0.815,True,宜昌,relevant,金融保险服务,3,3,银行,,T3,湖北银行(南湖支行),ermalu,general,111.2876,30.6928,527555.25,3.3969482e+06,湖北银行(南湖支行),金融保险服务,0.53,Neutral,0.02,其他,其他,,
