id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot,lon,lat
ermawu_T1_00193,ermawu,sim_ermawu_l3l4,施工快收尾了，忍忍,施工扰民,urban_governance,环境,0.478,Neutral,neu,0.302,0.74,0.903,盼,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.868,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neu,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.921,0,111.288889,30.694695
ermawu_T1_00194,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.574,Neutral,neu,0.309,0.735,0.831,盼,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.652,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.888,1,111.279363,30.692209
ermawu_T1_00195,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.311,Very Negative,neg,0.655,0.779,0.822,怒,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.693,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.85,0,111.276534,30.700465
ermawu_T1_00196,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.119,Very Negative,neg,0.706,0.798,0.879,哀,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.712,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.832,0,111.282593,30.696913
ermawu_T1_00197,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.551,Neutral,neu,0.366,0.814,0.863,盼,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.489,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.681,1,111.276978,30.696897
ermawu_T1_00198,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.321,Very Negative,neg,0.68,0.786,0.819,哀,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.715,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.835,0,111.278081,30.693142
ermawu_T1_00199,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.337,Very Negative,neg,0.916,0.736,0.915,怒,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.541,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.738,0,111.276663,30.702117
ermawu_T1_00200,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.298,Very Negative,neg,0.836,0.889,0.89,愁,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.896,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.917,0,111.276696,30.69798
ermawu_T1_00201,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.306,Negative,neg,0.878,0.884,0.782,怒,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.785,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.791,0,111.283914,30.694292
ermawu_T1_00202,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.256,Negative,neg,0.867,0.835,0.767,怒,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.539,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.719,0,111.280029,30.701611
ermawu_T1_00203,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.423,Neutral,neu,0.677,0.83,0.84,急,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.513,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.833,1,111.275095,30.697582
ermawu_T1_00204,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.049,Very Negative,neg,0.84,0.832,0.749,怒,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.748,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.86,0,111.277664,30.701594
ermawu_T1_00205,ermawu,sim_ermawu_l3l4,开街后保洁跟上了,垃圾秩序,urban_governance,环境,0.425,Neutral,neu,0.654,0.749,0.906,盼,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.522,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neu,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.731,0,111.280841,30.694828
ermawu_T1_00206,ermawu,sim_ermawu_l3l4,施工快收尾了，忍忍,施工扰民,urban_governance,环境,0.546,Neutral,neu,0.488,0.77,0.858,盼,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.664,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neu,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.937,0,111.285219,30.690136
ermawu_T1_00207,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.444,Neutral,neu,0.431,0.872,0.786,急,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.762,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.73,1,111.277996,30.69959
ermawu_T1_00208,ermawu,sim_ermawu_l3l4,施工快收尾了，忍忍,施工扰民,urban_governance,环境,0.556,Neutral,neu,0.367,0.949,0.71,盼,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.718,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neu,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.756,0,111.27952,30.691591
ermawu_T1_00209,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.444,Neutral,neu,0.687,0.9,0.715,盼,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.465,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.868,1,111.285604,30.698814
ermawu_T1_00210,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.484,Neutral,neu,0.608,0.751,0.889,盼,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.429,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.713,0,111.283432,30.692643
ermawu_T1_00211,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.092,Negative,neg,0.946,0.843,0.733,哀,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.485,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.95,0,111.284501,30.690039
ermawu_T1_00212,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.331,Negative,neg,0.714,0.934,0.772,哀,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.598,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.762,1,111.280146,30.694674
ermawu_T1_00213,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.509,Neutral,neu,0.583,0.806,0.905,急,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.821,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.848,1,111.280618,30.693409
ermawu_T1_00214,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.408,Neutral,neu,0.395,0.725,0.897,盼,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.675,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.919,0,111.283905,30.696111
ermawu_T1_00215,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.219,Negative,neg,0.657,0.903,0.787,怒,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.539,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.714,0,111.277478,30.698093
ermawu_T1_00216,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.448,Neutral,neu,0.753,0.8,0.865,急,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.642,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.867,0,111.277524,30.697565
ermawu_T1_00217,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.347,Very Negative,neg,0.547,0.883,0.82,哀,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.791,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.852,0,111.279531,30.697045
ermawu_T1_00218,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.386,Negative,neg,0.661,0.786,0.75,怒,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.616,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.935,0,111.27826,30.694811
ermawu_T1_00219,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.544,Neutral,neu,0.342,0.868,0.722,盼,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.513,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.734,1,111.280687,30.694783
ermawu_T1_00220,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.305,Very Negative,neg,0.803,0.74,0.866,哀,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.639,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.848,0,111.278606,30.699116
ermawu_T1_00221,ermawu,sim_ermawu_l3l4,节假日停车地狱,停车难,urban_governance,设施,0.368,Very Negative,neg,0.665,0.855,0.917,愁,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.686,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.894,0,111.272207,30.69857
ermawu_T1_00222,ermawu,sim_ermawu_l3l4,五一10万人，体验拉胯,文旅活力,urban_operation,事件,0.197,Very Negative,neg,0.915,0.849,0.765,怒,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.614,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.742,1,111.278797,30.69642
ermawu_T1_00223,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.425,Neutral,neu,0.512,0.863,0.92,盼,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.889,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.861,1,111.276942,30.701616
ermawu_T1_00224,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.236,Very Negative,neg,0.705,0.849,0.859,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.553,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.816,1,111.286996,30.696228
ermawu_T1_00225,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.177,Very Negative,neg,0.937,0.909,0.794,哀,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.743,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.914,0,111.280656,30.696383
ermawu_T1_00226,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.228,Very Negative,neg,0.744,0.737,0.899,哀,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.667,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.775,0,111.283311,30.689922
ermawu_T1_00227,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.406,Neutral,neu,0.35,0.875,0.739,盼,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.898,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.752,1,111.280489,30.700626
ermawu_T1_00228,ermawu,sim_ermawu_l3l4,连锁店太多，没特色,业态丰富度,urban_operation,服务,0.267,Negative,neg,0.79,0.771,0.872,怒,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.715,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.915,0,111.280328,30.693742
ermawu_T1_00229,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.43,Neutral,neu,0.391,0.892,0.82,盼,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.772,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.853,0,111.282951,30.694236
ermawu_T1_00230,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.173,Negative,neg,0.748,0.919,0.732,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.594,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.733,0,111.283307,30.696923
ermawu_T1_00231,ermawu,sim_ermawu_l3l4,文创老店+特色美食，业态丰富,业态丰富度,urban_operation,服务,0.817,Very Positive,pos,0.71,0.824,0.869,乐,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.404,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,pos,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.944,0,111.280424,30.695599
ermawu_T1_00232,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.387,Negative,neg,0.765,0.817,0.877,怒,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.766,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.945,0,111.280506,30.696908
ermawu_T1_00233,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.733,Positive,pos,0.681,0.761,0.914,乐,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.828,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.774,0,111.277964,30.696133
ermawu_T1_00234,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.392,Very Negative,neg,0.6,0.738,0.717,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.788,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.914,0,111.280519,30.698791
ermawu_T1_00235,ermawu,sim_ermawu_l3l4,停车太难，绕三圈找不到,停车难,urban_governance,设施,0.279,Negative,neg,0.52,0.802,0.812,哀,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.502,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.833,0,111.286636,30.6946
ermawu_T1_00236,ermawu,sim_ermawu_l3l4,配套停车跟不上热度,停车难,urban_governance,设施,0.388,Negative,neg,0.829,0.822,0.762,哀,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.656,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.77,0,111.277628,30.69835
ermawu_T1_00237,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.502,Neutral,neu,0.72,0.84,0.849,急,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.834,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.766,1,111.27991,30.697151
ermawu_T1_00238,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.213,Very Negative,neg,0.59,0.722,0.835,愁,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.513,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.825,0,111.283847,30.697224
ermawu_T1_00239,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.132,Very Negative,neg,0.537,0.919,0.737,哀,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.662,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.913,0,111.276723,30.696442
ermawu_T1_00240,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.041,Negative,neg,0.735,0.722,0.734,愁,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.691,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.707,0,111.28313,30.694638
ermawu_T1_00241,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.271,Negative,neg,0.85,0.732,0.871,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.787,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.935,0,111.284488,30.695431
ermawu_T1_00242,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.536,Neutral,neu,0.508,0.918,0.871,盼,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.463,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.809,1,111.283622,30.695915
ermawu_T1_00243,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.285,Very Negative,neg,0.612,0.814,0.705,怒,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.461,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.914,0,111.275534,30.697238
