point_count,cell_id,n_民生基础,n_安全韧性,n_噪声,n_住宅,n_物业,n_停车,n_出行,n_管网安全,n_出行安全,n_消防安全,n_环境安全,n_其他,n_ev_投诉,n_ev_求助,n_ev_建议,n_ev_其他,top_community,n_in_xw,n_in_174,in_xw,in_174,top_class9,top_class9_count,top_aspect
19,grid_400_8478_1335,17,2,4,1,3,6,3,0,2,0,0,0,14,2,3,0,八一路社区,19,19,True,True,停车,6,民生基础
1,grid_400_8503_1326,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,黄河路社区,1,1,True,True,停车,1,民生基础
1,grid_400_8486_1312,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,五龙社区,0,1,False,True,出行,1,民生基础
1,grid_400_8492_1310,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
1,grid_400_8514_1327,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,营盘社区,0,1,False,True,物业,1,民生基础
4,grid_400_8503_1311,3,1,0,0,0,1,2,0,1,0,0,0,3,1,0,0,至喜社区,0,4,False,False,出行,2,民生基础
9,grid_400_8483_1330,9,0,3,2,2,1,1,0,0,0,0,0,6,2,1,0,,9,0,True,True,噪声,3,民生基础
51,grid_400_8477_1335,48,3,20,7,9,6,6,2,1,0,0,0,46,4,1,0,鑫鼎社区,51,34,True,False,噪声,20,民生基础
9,grid_400_8479_1332,9,0,2,0,3,1,3,0,0,0,0,0,5,3,1,0,白沙路社区,9,9,True,True,物业,3,民生基础
23,grid_400_8502_1326,19,4,4,2,4,5,4,3,1,0,0,0,16,5,2,0,黄河路社区,23,23,True,True,停车,5,民生基础
98,grid_400_8513_1327,82,16,33,32,8,6,3,9,2,5,0,0,92,5,1,0,东城社区,0,80,False,True,噪声,33,民生基础
6,grid_400_8518_1330,6,0,3,1,0,1,1,0,0,0,0,0,6,0,0,0,黄金卡社区,0,6,False,True,噪声,3,民生基础
48,grid_400_8512_1335,42,6,10,23,8,0,1,4,1,1,0,0,46,2,0,0,锦云社区,0,48,False,True,住宅,23,民生基础
3,grid_400_8476_1335,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,,3,0,True,True,住宅,3,民生基础
2,grid_400_8489_1333,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,枫香树社区,2,2,True,True,出行安全,2,安全韧性
2,grid_400_8501_1326,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,叶家坝社区,2,2,True,True,住宅,2,民生基础
7,grid_400_8506_1329,7,0,0,3,2,0,2,0,0,0,0,0,5,2,0,0,石板社区,7,7,True,True,住宅,3,民生基础
4,grid_400_8517_1330,4,0,1,1,0,0,2,0,0,0,0,0,3,0,1,0,黄金卡社区,0,4,False,True,出行,2,民生基础
6,grid_400_8511_1335,3,3,1,1,1,0,0,3,0,0,0,0,6,0,0,0,锦云社区,0,6,False,True,管网安全,3,民生基础
2,grid_400_8513_1332,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,绿洲社区,0,2,False,False,噪声,1,民生基础
7,grid_400_8451_1356,5,2,0,0,3,2,0,0,1,0,1,0,4,3,0,0,六泉湖社区,0,7,False,True,物业,3,民生基础
4,grid_400_8488_1333,4,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,枫香树社区,4,4,True,True,物业,2,民生基础
1,grid_400_8505_1329,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,石板社区,1,1,True,True,出行,1,民生基础
1,grid_400_8403_1355,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,住宅,1,民生基础
1,grid_400_8512_1332,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,绿洲社区,0,1,False,True,停车,1,民生基础
3,grid_400_8501_1316,1,2,0,1,0,0,0,2,0,0,0,0,1,2,0,0,幸福路社区,3,1,True,True,管网安全,2,安全韧性
15,grid_400_8487_1333,15,0,6,2,2,2,3,0,0,0,0,0,13,1,1,0,枫香树社区,15,12,True,True,噪声,6,民生基础
2,grid_400_8479_1415,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,,0,0,False,False,出行,2,民生基础
1,grid_400_8489_1315,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,红光社区,0,1,False,True,停车,1,民生基础
1,grid_400_8418_1377,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
1,grid_400_8449_1356,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,石板冲社区,0,1,False,True,住宅,1,民生基础
2,grid_400_8500_1316,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,,2,0,True,False,住宅,2,民生基础
70,grid_400_8486_1333,67,3,13,8,21,16,9,1,1,0,1,0,60,9,1,0,张家湾社区,70,57,True,True,物业,21,民生基础
2,grid_400_8430_1298,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,,0,0,False,False,停车,1,民生基础
1,grid_400_8488_1315,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,五龙社区,0,1,False,True,噪声,1,民生基础
9,grid_400_8499_1316,3,6,1,1,1,0,0,6,0,0,0,0,4,5,0,0,土街头社区,9,3,True,True,管网安全,6,安全韧性
7,grid_400_8485_1333,6,1,2,0,2,0,2,1,0,0,0,0,4,1,2,0,张家湾社区,7,3,True,True,噪声,2,民生基础
11,grid_400_8506_1373,8,3,6,0,1,0,1,3,0,0,0,0,11,0,0,0,,0,0,False,False,噪声,6,民生基础
1,grid_400_8332_1275,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
1,grid_400_8487_1315,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,梅子溪社区,0,1,False,True,管网安全,1,安全韧性
2,grid_400_8411_1356,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,0,0,False,False,停车,2,民生基础
2,grid_400_8498_1316,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,樵湖岭社区,2,2,True,True,出行,2,民生基础
7,grid_400_8486_1315,5,2,1,0,3,0,1,1,0,0,1,0,6,0,1,0,梅子溪社区,0,7,False,True,物业,3,民生基础
6,grid_400_8497_1316,3,3,1,1,0,1,0,0,3,0,0,0,6,0,0,0,四方堰社区,6,6,True,True,出行安全,3,民生基础
6,grid_400_8533_1440,4,2,1,3,0,0,0,2,0,0,0,0,4,2,0,0,,0,0,False,False,住宅,3,民生基础
8,grid_400_8483_1333,8,0,2,5,0,1,0,0,0,0,0,0,8,0,0,0,,8,0,True,False,住宅,5,民生基础
4,grid_400_8496_1316,4,0,0,1,3,0,0,0,0,0,0,0,3,1,0,0,东门外正街社区,4,4,True,True,物业,3,民生基础
2,grid_400_8445_1356,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,新金岭社区,0,2,False,True,物业,1,民生基础
13,grid_400_8495_1331,13,0,2,0,2,0,9,0,0,0,0,0,7,4,2,0,大树湾社区,13,13,True,True,出行,9,民生基础
2,grid_400_8484_1315,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,False,False,噪声,2,民生基础
9,grid_400_8495_1316,7,2,1,3,2,1,0,2,0,0,0,0,3,5,1,0,环城东路社区,9,9,True,True,住宅,3,民生基础
40,grid_400_8517_1333,32,8,7,9,4,10,2,4,2,2,0,0,37,2,1,0,黄金卡社区,0,40,False,False,停车,10,民生基础
91,grid_400_8482_1338,81,10,9,1,3,19,49,5,5,0,0,0,69,10,12,0,花艳社区,91,8,True,True,出行,49,民生基础
2,grid_400_8483_1315,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,False,False,噪声,2,民生基础
1,grid_400_8505_1332,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,石板社区,1,1,True,True,停车,1,民生基础
8,grid_400_8494_1316,8,0,2,1,3,1,1,0,0,0,0,0,6,2,0,0,中书街社区,8,8,True,True,物业,3,民生基础
36,grid_400_8530_1440,32,4,10,3,10,6,3,1,3,0,0,0,33,3,0,0,,0,0,False,False,噪声,10,民生基础
1,grid_400_8437_1361,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,云池社区,0,1,False,True,出行,1,民生基础
1,grid_400_8524_1445,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
4,grid_400_8501_1319,3,1,1,0,1,0,1,1,0,0,0,0,3,0,1,0,常家湾社区,4,4,True,True,噪声,1,民生基础
20,grid_400_8481_1338,20,0,11,2,5,0,2,0,0,0,0,0,18,2,0,0,东站路社区,20,2,True,False,噪声,11,民生基础
1,grid_400_8487_1336,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,张家湾社区,1,1,True,False,噪声,1,民生基础
40,grid_400_8529_1440,32,8,13,4,12,1,2,4,4,0,0,0,33,6,1,0,,0,0,False,False,噪声,13,民生基础
4,grid_400_8447_1362,3,1,0,0,1,0,2,0,1,0,0,0,1,1,2,0,黄龙寺社区,0,4,False,True,出行,2,民生基础
13,grid_400_8494_1321,13,0,3,8,1,0,1,0,0,0,0,0,11,1,1,0,白龙井社区,13,13,True,True,住宅,8,民生基础
14,grid_400_8500_1319,12,2,6,3,0,2,1,1,0,0,1,0,11,3,0,0,肖家岗社区,14,14,True,True,噪声,6,民生基础
1,grid_400_8474_1343,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,True,False,噪声,1,民生基础
4,grid_400_8417_1427,4,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,,0,0,False,False,住宅,3,民生基础
1,grid_400_8528_1440,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
19,grid_400_8493_1321,13,6,1,2,1,1,8,1,5,0,0,0,13,5,1,0,赵家湾社区,19,19,True,True,出行,8,民生基础
15,grid_400_8499_1319,8,7,0,3,2,1,2,5,2,0,0,0,8,7,0,0,肖家岗社区,15,15,True,True,管网安全,5,民生基础
1,grid_400_8485_1336,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,0,True,False,出行安全,1,安全韧性
1,grid_400_8416_1427,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,False,False,消防安全,1,安全韧性
8,grid_400_8493_1313,5,3,0,0,0,0,5,2,1,0,0,0,3,5,0,0,朱市街社区,0,6,False,True,出行,5,民生基础
66,grid_400_8492_1321,60,6,17,35,6,2,0,4,2,0,0,0,58,6,2,0,金家台社区,66,66,True,True,住宅,35,民生基础
35,grid_400_8498_1319,34,1,12,8,5,6,3,0,1,0,0,0,26,8,1,0,刘家大堰社区,35,35,True,True,噪声,12,民生基础
1,grid_400_8548_1465,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,False,False,出行,1,民生基础
2,grid_400_8447_1359,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,石板冲社区,0,2,False,True,噪声,1,民生基础
8,grid_400_8483_1344,8,0,0,1,3,4,0,0,0,0,0,0,6,2,0,0,,0,0,False,False,停车,4,民生基础
1,grid_400_8417_1424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,False,False,出行,1,民生基础
2,grid_400_8492_1313,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,,0,0,False,True,停车,1,民生基础
1,grid_400_8507_1397,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,物业,1,民生基础
1,grid_400_8486_1318,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,五龙社区,0,1,False,True,管网安全,1,安全韧性
40,grid_400_8491_1321,34,6,13,11,7,2,1,2,2,2,0,0,35,5,0,0,张家店社区,40,40,True,True,噪声,13,民生基础
105,grid_400_8497_1319,98,7,32,33,17,9,7,4,2,1,0,0,101,2,2,0,营盘路社区,105,105,True,True,住宅,33,民生基础
1,grid_400_8488_1339,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,金巴岭社区,1,1,True,True,管网安全,1,安全韧性
34,grid_400_8484_1341,25,9,5,3,3,10,4,4,5,0,0,0,23,9,2,0,三峡物流园社区,34,34,True,True,停车,10,民生基础
2,grid_400_8473_1325,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,,0,0,False,False,出行,2,民生基础
73,grid_400_8490_1321,68,5,43,6,11,3,5,3,2,0,0,0,71,1,1,0,张家店社区,73,73,True,True,噪声,43,民生基础
7,grid_400_8496_1319,7,0,1,5,0,0,1,0,0,0,0,0,7,0,0,0,香锦社区,7,7,True,True,住宅,5,民生基础
16,grid_400_8476_1338,13,3,6,1,3,3,0,2,1,0,0,0,11,4,1,0,柏临河路社区,16,10,True,True,噪声,6,民生基础
1,grid_400_8532_1443,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,物业,1,民生基础
3,grid_400_8456_1360,0,3,0,0,0,0,0,1,2,0,0,0,1,1,1,0,六泉湖社区,0,3,False,True,出行安全,2,安全韧性
38,grid_400_8483_1341,32,6,8,4,13,4,3,4,2,0,0,0,22,16,0,0,三峡物流园社区,38,1,True,True,物业,13,民生基础
9,grid_400_8519_1380,7,2,2,2,1,0,2,2,0,0,0,0,9,0,0,0,,0,0,False,False,噪声,2,民生基础
2,grid_400_8489_1321,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,万达社区,2,2,True,False,噪声,1,民生基础
13,grid_400_8495_1319,11,2,3,1,4,3,0,2,0,0,0,0,5,7,1,0,山庄路社区,13,13,True,True,物业,4,民生基础
1,grid_400_8445_1279,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,False,False,管网安全,1,安全韧性
1,grid_400_8480_1344,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,1,0,True,False,管网安全,1,安全韧性
50,grid_400_8494_1319,40,10,18,14,4,3,1,6,2,2,0,0,32,15,3,0,果园路社区,50,50,True,True,噪声,18,民生基础
6,grid_400_8525_1383,6,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,,0,0,False,False,停车,3,民生基础
1,grid_400_8468_1343,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,龙盘湖社区,1,1,True,True,管网安全,1,安全韧性
4,grid_400_8479_1344,3,1,0,0,1,1,1,0,1,0,0,0,4,0,0,0,花溪路社区,4,3,True,True,物业,1,民生基础
1,grid_400_8481_1341,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,1,0,True,False,管网安全,1,安全韧性
15,grid_400_8506_1325,13,2,7,1,3,2,0,0,2,0,0,0,11,4,0,0,沙河社区,15,15,True,True,噪声,7,民生基础
1,grid_400_8556_1354,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
4,grid_400_8529_1443,4,0,1,1,0,0,2,0,0,0,0,0,2,0,2,0,,0,0,False,False,出行,2,民生基础
7,grid_400_8490_1295,5,2,0,3,0,0,2,2,0,0,0,0,1,6,0,0,,0,0,False,False,住宅,3,民生基础
1,grid_400_8494_1324,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,南苑社区,1,1,True,True,物业,1,民生基础
12,grid_400_8480_1341,12,0,2,0,5,2,3,0,0,0,0,0,8,4,0,0,,12,0,True,False,物业,5,民生基础
1,grid_400_8495_1301,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,False,False,管网安全,1,安全韧性
14,grid_400_8505_1325,8,6,1,1,2,2,2,2,4,0,0,0,5,9,0,0,沙河社区,14,14,True,True,出行安全,4,民生基础
1,grid_400_8487_1259,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,住宅,1,民生基础
5,grid_400_8525_1295,4,1,0,0,1,0,3,0,1,0,0,0,4,1,0,0,,0,0,False,False,出行,3,民生基础
1,grid_400_8462_1345,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,磨盘社区,0,1,False,True,出行,1,民生基础
4,grid_400_8479_1341,2,2,0,0,0,2,0,1,1,0,0,0,3,0,1,0,,4,0,True,False,停车,2,民生基础
4,grid_400_8527_1443,4,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,,0,0,False,False,噪声,2,民生基础
6,grid_400_8492_1324,5,1,1,1,1,2,0,1,0,0,0,0,5,1,0,0,南苑社区,6,6,True,True,停车,2,民生基础
5,grid_400_8503_1325,5,0,2,0,0,1,2,0,0,0,0,0,3,1,1,0,大学路社区,5,5,True,True,噪声,2,民生基础
1,grid_400_8452_1365,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,黄龙寺社区,0,1,False,True,出行,1,民生基础
1,grid_400_8491_1324,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,苏家榜社区,1,1,True,True,停车,1,民生基础
6,grid_400_8502_1325,6,0,1,1,0,2,2,0,0,0,0,0,4,1,1,0,大学路社区,6,6,True,True,停车,2,民生基础
1,grid_400_8451_1365,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,黄龙寺社区,0,1,False,True,出行,1,民生基础
7,grid_400_8442_1346,3,4,2,0,0,0,1,0,4,0,0,0,6,0,1,0,,0,0,False,False,出行安全,4,安全韧性
23,grid_400_8490_1324,17,6,9,3,1,0,4,5,1,0,0,0,17,5,1,0,山河园路社区,23,23,True,True,噪声,9,民生基础
1,grid_400_8501_1325,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,大学路社区,1,1,True,True,出行,1,民生基础
2,grid_400_8503_1322,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,大堰湾社区,2,2,True,True,住宅,2,民生基础
44,grid_400_8489_1324,33,11,15,5,4,5,4,4,2,5,0,0,33,10,1,0,建设社区,44,32,True,True,噪声,15,民生基础
17,grid_400_8500_1325,17,0,5,0,2,4,6,0,0,0,0,0,14,3,0,0,大学路社区,17,17,True,True,出行,6,民生基础
41,grid_400_8502_1322,33,8,8,22,3,0,0,7,1,0,0,0,35,4,2,0,大堰湾社区,41,41,True,True,住宅,22,民生基础
6,grid_400_8513_1323,6,0,1,5,0,0,0,0,0,0,0,0,6,0,0,0,兴安社区,0,6,False,True,住宅,5,民生基础
15,grid_400_8507_1328,10,5,0,0,7,2,1,2,3,0,0,0,3,12,0,0,金斗山社区,15,15,True,True,物业,7,民生基础
6,grid_400_8409_1352,6,0,0,0,0,1,5,0,0,0,0,0,5,1,0,0,,0,0,False,False,出行,5,民生基础
45,grid_400_8488_1324,41,4,11,15,5,6,4,3,0,1,0,0,36,9,0,0,张家坡社区,45,45,True,True,住宅,15,民生基础
5,grid_400_8510_1341,4,1,0,0,1,0,3,0,1,0,0,0,5,0,0,0,,0,0,False,False,出行,3,民生基础
1,grid_400_8456_1353,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,鸡山社区,0,1,False,True,出行,1,民生基础
5,grid_400_8501_1322,5,0,2,2,1,0,0,0,0,0,0,0,5,0,0,0,大学路社区,5,5,True,True,噪声,2,民生基础
1,grid_400_8495_1327,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,青岛路社区,1,1,True,True,噪声,1,民生基础
36,grid_400_8512_1323,33,3,9,4,2,11,7,2,1,0,0,0,34,0,2,0,冯家湾社区,0,36,False,True,停车,11,民生基础
6,grid_400_8506_1328,2,4,1,0,0,1,0,3,1,0,0,0,4,1,1,0,金斗山社区,6,6,True,True,管网安全,3,安全韧性
1,grid_400_8494_1327,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,长江社区,1,1,True,True,出行安全,1,安全韧性
1,grid_400_8550_1471,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
2,grid_400_8505_1328,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,唐家湾社区,2,2,True,True,噪声,1,民生基础
7,grid_400_8499_1322,6,1,1,3,2,0,0,1,0,0,0,0,6,1,0,0,船柴社区,7,7,True,True,住宅,3,民生基础
20,grid_400_8487_1329,16,4,3,3,3,5,2,3,0,1,0,0,17,2,1,0,白家冲社区,20,4,True,False,停车,5,民生基础
8,grid_400_8493_1327,6,2,1,1,1,1,2,1,0,1,0,0,8,0,0,0,长江社区,8,8,True,True,出行,2,民生基础
27,grid_400_8504_1328,18,9,8,3,4,3,0,8,1,0,0,0,19,8,0,0,唐家湾社区,27,27,True,True,噪声,8,民生基础
12,grid_400_8486_1329,11,1,3,3,4,1,0,0,0,1,0,0,11,1,0,0,,12,0,True,False,物业,4,民生基础
4,grid_400_8548_1471,4,0,1,2,1,0,0,0,0,0,0,0,4,0,0,0,,0,0,False,False,住宅,2,民生基础
5,grid_400_8492_1327,5,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,长江社区,5,5,True,True,噪声,3,民生基础
10,grid_400_8489_1345,10,0,3,0,2,2,3,0,0,0,0,0,7,2,1,0,,0,0,False,False,噪声,3,民生基础
1,grid_400_8441_1352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,新金岭社区,0,1,False,True,出行,1,民生基础
1,grid_400_8474_1370,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,False,False,出行安全,1,安全韧性
49,grid_400_8485_1329,46,3,18,9,1,13,5,0,3,0,0,0,47,2,0,0,徐家坝社区,49,23,True,True,噪声,18,民生基础
5,grid_400_8497_1322,5,0,2,1,2,0,0,0,0,0,0,0,5,0,0,0,香锦社区,5,5,True,True,噪声,2,民生基础
9,grid_400_8491_1327,8,1,4,2,1,0,1,0,0,1,0,0,8,1,0,0,王家坝社区,9,9,True,True,噪声,4,民生基础
3,grid_400_8471_1346,3,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,,3,0,True,False,住宅,2,民生基础
6,grid_400_8502_1328,5,1,0,0,4,0,1,0,1,0,0,0,1,4,1,0,叶家坝社区,6,6,True,True,物业,4,民生基础
3,grid_400_8482_1347,3,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,,0,0,False,False,出行,2,民生基础
1,grid_400_8515_1326,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,True,噪声,1,民生基础
3,grid_400_8498_1312,2,1,0,0,0,0,2,0,1,0,0,0,2,0,1,0,,0,0,False,False,出行,2,民生基础
1,grid_400_8380_1373,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,住宅,1,民生基础
22,grid_400_8484_1329,22,0,13,5,3,1,0,0,0,0,0,0,20,2,0,0,艾家嘴社区,22,14,True,False,噪声,13,民生基础
128,grid_400_8478_1334,113,15,33,43,23,8,6,6,6,3,0,0,112,10,6,0,伍临路社区,128,128,True,True,住宅,43,民生基础
1,grid_400_8481_1347,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
1,grid_400_8503_1310,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
2,grid_400_8483_1329,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,艾家嘴社区,2,2,True,True,住宅,1,民生基础
74,grid_400_8477_1334,71,3,48,11,8,3,1,2,1,0,0,0,68,4,2,0,沈家店社区,74,74,True,True,噪声,48,民生基础
5,grid_400_8489_1327,4,1,0,1,1,0,2,1,0,0,0,0,2,2,1,0,竹涛山社区,5,5,True,True,出行,2,民生基础
1,grid_400_8494_1330,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,大树湾社区,1,1,True,True,出行安全,1,安全韧性
4,grid_400_8488_1335,4,0,1,0,0,0,3,0,0,0,0,0,1,1,2,0,,4,0,True,False,出行,3,民生基础
1,grid_400_8500_1328,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,汕头路社区,1,1,True,True,住宅,1,民生基础
3,grid_400_8485_1353,2,1,0,0,1,1,0,0,1,0,0,0,1,0,2,0,东锦苑社区,0,1,False,False,物业,1,民生基础
30,grid_400_8513_1326,25,5,6,10,3,2,4,2,3,0,0,0,29,1,0,0,兴安社区,0,30,False,False,住宅,10,民生基础
5,grid_400_8518_1329,5,0,0,4,0,1,0,0,0,0,0,0,5,0,0,0,黄金卡社区,0,5,False,True,住宅,4,民生基础
20,grid_400_8488_1327,18,2,3,9,4,1,1,1,0,1,0,0,19,0,1,0,魏家湾社区,20,20,True,True,住宅,9,民生基础
1,grid_400_8476_1334,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,临江溪社区,1,1,True,True,噪声,1,民生基础
1,grid_400_8493_1330,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,大树湾社区,1,1,True,True,噪声,1,民生基础
27,grid_400_8509_1352,24,3,7,14,0,1,2,2,1,0,0,0,25,2,0,0,,0,0,False,False,住宅,14,民生基础
1,grid_400_8496_1304,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
1,grid_400_8484_1353,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,住宅,1,民生基础
1,grid_400_8512_1326,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,东城社区,0,1,False,True,噪声,1,民生基础
1,grid_400_8495_1312,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,朱市街社区,0,1,False,True,管网安全,1,安全韧性
37,grid_400_8517_1329,36,1,12,15,4,2,3,1,0,0,0,0,33,1,3,0,平云社区,0,37,False,True,住宅,15,民生基础
23,grid_400_8487_1327,20,3,14,0,5,0,1,2,1,0,0,0,22,1,0,0,东星社区,23,23,True,True,噪声,14,民生基础
21,grid_400_8492_1330,20,1,10,3,3,4,0,0,1,0,0,0,20,1,0,0,宝联社区,21,1,True,True,噪声,10,民生基础
2,grid_400_8495_1304,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,False,False,住宅,2,民生基础
3,grid_400_8494_1312,2,1,0,0,1,1,0,0,1,0,0,0,2,0,1,0,朱市街社区,0,3,False,True,物业,1,民生基础
4,grid_400_8516_1329,4,0,0,1,0,1,2,0,0,0,0,0,2,1,1,0,营盘社区,0,4,False,True,出行,2,民生基础
13,grid_400_8487_1332,10,3,4,0,0,3,3,2,1,0,0,0,10,2,1,0,枫香树社区,13,13,True,True,噪声,4,民生基础
7,grid_400_8493_1312,7,0,1,0,0,1,5,0,0,0,0,0,3,3,1,0,朱市街社区,0,7,False,True,出行,5,民生基础
23,grid_400_8499_1310,21,2,0,18,1,2,0,2,0,0,0,0,2,21,0,0,,0,0,False,False,住宅,18,民生基础
7,grid_400_8515_1329,5,2,1,3,0,1,0,0,0,2,0,0,7,0,0,0,黄金卡社区,0,7,False,True,住宅,3,民生基础
1,grid_400_8520_1335,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
51,grid_400_8486_1332,45,6,10,5,11,11,8,2,3,1,0,0,41,4,6,0,枫香树社区,51,51,True,True,物业,11,民生基础
1,grid_400_8498_1310,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,False,False,出行,1,民生基础
4,grid_400_8514_1329,2,2,0,0,2,0,0,2,0,0,0,0,0,4,0,0,,0,0,False,False,物业,2,民生基础
1,grid_400_8472_1334,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
28,grid_400_8519_1335,18,10,10,4,0,2,2,4,6,0,0,0,25,3,0,0,,0,0,False,False,噪声,10,民生基础
2,grid_400_8485_1332,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,张家湾社区,2,2,True,True,噪声,1,民生基础
1,grid_400_8486_1309,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,False,False,管网安全,1,安全韧性
