id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e05547,yichang,weibo,2025-07-14T13:54:37+08:00,2025-07-14T13:54:37+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,facility,满足,1.0,positive,1.0,low,0.535,True,宜昌,relevant,城市生活,10,7,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.3023,30.7153,528955.75,3.3994542e+06,,core,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e05552,yichang,12345,2025-07-17T02:58:51+08:00,2025-07-17T02:58:51+08:00,儿童公园带孩子好玩，设施新,"儿童公园,好玩,设施,孩子",13,urban_renewal,culture,喜爱,1.0,positive,1.0,low,0.553,True,宜昌,relevant,体育休闲服务,6,3,综合医院,,T2,宜昌市第三人民医院门诊部,core,general,riverside,,111.3128,30.6906,529967.2,3.3967155e+06,宜昌市第三人民医院门诊部,体育休闲服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e05553,yichang,dianping,2025-07-15T15:06:21+08:00,2025-07-15T15:06:21+08:00,滨江江边有异味，怀疑排污,"异味,排污,滨江,江边,怀疑",12,urban_operation,event,失望,1.0,negative,1.0,high,0.56,True,宜昌,relevant,体育休闲服务,7,0,综合医院,,T2,宜昌市第三人民医院门诊部,core,general,riverside,,111.3128,30.6906,529973.6,3.3967148e+06,宜昌市第三人民医院门诊部,体育休闲服务,0.1,Very Negative,0.12,不满抱怨,不满抱怨,,
e05554,yichang,meituan,2025-07-16T12:02:34+08:00,2025-07-16T12:02:34+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_governance,facility,期待,0.86,positive,0.86,medium,0.604,True,宜昌,relevant,交通设施服务,8,6,公交车站相关,,T2,三医院(公交站),core,general,riverside,,111.3121,30.6899,529901.8,3.3966345e+06,三医院(公交站),交通设施服务,0.83,Very Positive,0.19,喜悦满意,喜悦满意,,
e05555,yichang,dianping,2025-07-13T19:12:03+08:00,2025-07-13T19:12:03+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",18,urban_governance,facility,期待,0.98,positive,0.98,medium,0.563,True,宜昌,relevant,交通设施服务,16,4,公交车站相关,,T2,三医院(公交站),core,general,riverside,,111.3121,30.69,529904.25,3.3966478e+06,三医院(公交站),交通设施服务,0.89,Very Positive,0.18,喜悦满意,喜悦满意,,
e05556,yichang,meituan,2025-07-16T22:21:37+08:00,2025-07-16T22:21:37+08:00,儿童公园带孩子好玩，设施新,"儿童公园,好玩,设施,孩子",13,urban_operation,event,期待,1.0,positive,1.0,high,0.591,True,宜昌,relevant,体育休闲服务,9,1,综合医院,,T2,宜昌市第三人民医院门诊部,core,general,riverside,,111.3129,30.6908,529978.0,3.3967368e+06,宜昌市第三人民医院门诊部,体育休闲服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e05557,yichang,meituan,2025-07-16T19:11:13+08:00,2025-07-16T19:11:13+08:00,磨基山公园绿化漂亮，登高看全城,"磨基山,登高,绿化,全城,公园",15,urban_operation,service,期待,1.0,positive,1.0,high,0.548,True,宜昌,relevant,金融保险服务,3,4,中国建设银行,,T2,中国建设银行(港窑路支行),core,general,riverside,,111.3126,30.6902,529947.75,3.3966735e+06,中国建设银行(港窑路支行),金融保险服务,0.98,Very Positive,0.15,喜悦满意,喜悦满意,,
e05558,yichang,meituan,2025-07-19T06:19:30+08:00,2025-07-19T06:19:30+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_operation,service,喜爱,0.72,positive,0.72,medium,0.575,True,宜昌,relevant,金融保险服务,11,0,中国建设银行,,T2,中国建设银行(港窑路支行),core,general,riverside,,111.3128,30.6903,529970.75,3.39668e+06,中国建设银行(港窑路支行),金融保险服务,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e05559,yichang,12345,2025-07-17T18:18:38+08:00,2025-07-17T18:18:38+08:00,磨基山公园绿化漂亮，登高看全城,"磨基山,登高,绿化,全城,公园",15,urban_operation,service,满足,1.0,positive,1.0,low,0.554,True,宜昌,relevant,金融保险服务,5,0,中国建设银行,,T2,中国建设银行(港窑路支行),core,general,riverside,,111.3129,30.6905,529978.4,3.3966992e+06,中国建设银行(港窑路支行),金融保险服务,0.98,Very Positive,0.15,喜悦满意,喜悦满意,,
e05562,yichang,xiaohongshu,2025-07-12T19:33:20+08:00,2025-07-12T19:33:20+08:00,空气清新，适合晨练,"晨练,空气清新,适合",9,urban_governance,environment,期待,0.7,positive,0.7,high,0.569,True,宜昌,relevant,城市生活,3,2,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.351,30.6507,533643.44,3.3923022e+06,,core,0.75,Positive,0.09,喜悦满意,喜悦满意,,
e05569,yichang,dianping,2025-07-17T00:45:31+08:00,2025-07-17T00:45:31+08:00,老字号保护得好，有传承,"老字号,传承,保护",11,urban_operation,culture,满足,1.0,positive,1.0,low,0.459,True,白洋,relevant,科教文化服务,5,2,科教文化服务,,T2,培训中心·白洋685,central_outer,general,general,,111.5569,30.3444,553550.56,3.3584268e+06,培训中心·白洋685,科教文化服务,0.99,Very Positive,0.11,怀旧认同,怀旧认同,,
e05589,yichang,dianping,2025-07-19T19:45:36+08:00,2025-07-19T19:45:36+08:00,小区环境一般,"小区,环境,一般",6,urban_planning,environment,中性,0.27,neutral,0.27,high,0.612,True,点军区,relevant,风景名胜,9,1,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3217,30.6856,530821.44,3.3961665e+06,中南路街心花园,风景名胜,0.55,Neutral,0.06,其他,其他,,
e05590,yichang,meituan,2025-07-19T20:26:47+08:00,2025-07-19T20:26:47+08:00,磨基山公园绿化做得漂亮,"磨基山,绿化,公园,漂亮",11,urban_planning,environment,满足,1.0,positive,1.0,medium,0.609,True,点军区,relevant,风景名胜,24,3,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3216,30.6852,530814.56,3.3961215e+06,中南路街心花园,风景名胜,0.97,Very Positive,0.11,喜悦满意,喜悦满意,,
e05591,yichang,dianping,2025-07-17T10:41:04+08:00,2025-07-17T10:41:04+08:00,普通水平,"普通,水平",4,urban_renewal,service,好奇,0.298,neutral,0.298,low,0.569,True,点军区,relevant,风景名胜,44,0,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3219,30.6851,530839.9,3.3961082e+06,中南路街心花园,风景名胜,0.43,Neutral,0.04,其他,其他,,
e05592,yichang,dianping,2025-07-13T13:28:07+08:00,2025-07-13T13:28:07+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_planning,environment,失望,1.0,negative,1.0,medium,0.575,True,点军区,relevant,风景名胜,3,2,,,T2,中南路街心花园,core,zhongnan_road,residential,停车难,111.3215,30.6854,530809.7,3.3961418e+06,中南路街心花园,风景名胜,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e05593,yichang,12345,2025-07-15T04:01:15+08:00,2025-07-15T04:01:15+08:00,街心花园改造后精致多了，附近居民有福,"街心花园,有福,精致,改造,居民",18,urban_planning,environment,中性,0.74,neutral,0.74,high,0.602,True,点军区,relevant,风景名胜,4,6,,,T2,中南路街心花园,core,zhongnan_road,residential,口袋公园,111.3221,30.6852,530863.1,3.396118e+06,中南路街心花园,风景名胜,0.77,Positive,0.18,期待建议,期待建议,,
e05594,yichang,xiaohongshu,2025-07-15T13:15:12+08:00,2025-07-15T13:15:12+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_planning,environment,失望,1.0,negative,1.0,high,0.565,True,点军区,relevant,风景名胜,0,0,,,T2,中南路街心花园,core,zhongnan_road,residential,停车难,111.3224,30.6857,530892.06,3.3961712e+06,中南路街心花园,风景名胜,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e05595,yichang,xiaohongshu,2025-07-12T21:45:22+08:00,2025-07-12T21:45:22+08:00,小区环境一般,"小区,环境,一般",6,urban_planning,facility,中性,0.27,neutral,0.27,low,0.575,True,点军区,relevant,风景名胜,4,6,,,T2,中南路街心花园,core,zhongnan_road,residential,盼电梯,111.3218,30.6858,530831.9,3.396181e+06,中南路街心花园,风景名胜,0.55,Neutral,0.06,其他,其他,,
e05596,yichang,meituan,2025-07-16T21:15:31+08:00,2025-07-16T21:15:31+08:00,也就那样吧,那样,5,urban_planning,environment,中性,0.242,neutral,0.242,high,0.586,True,点军区,relevant,风景名胜,29,2,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3223,30.6855,530885.7,3.396149e+06,中南路街心花园,风景名胜,0.53,Neutral,0.05,其他,其他,,
e05597,yichang,weibo,2025-07-14T06:54:27+08:00,2025-07-14T06:54:27+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_renewal,service,期待,0.9,positive,0.9,medium,0.591,True,点军区,relevant,风景名胜,0,0,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3213,30.6858,530786.56,3.3961838e+06,中南路街心花园,风景名胜,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e05598,yichang,xiaohongshu,2025-07-19T17:20:46+08:00,2025-07-19T17:20:46+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_planning,environment,满足,0.73,positive,0.73,medium,0.572,True,点军区,relevant,风景名胜,7,2,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3219,30.6859,530846.2,3.3961935e+06,中南路街心花园,风景名胜,0.69,Positive,0.11,喜悦满意,喜悦满意,,
e05599,yichang,weibo,2025-07-15T23:27:51+08:00,2025-07-15T23:27:51+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_planning,environment,愤怒,1.0,negative,1.0,low,0.595,True,点军区,relevant,风景名胜,8,0,,,T2,中南路街心花园,core,zhongnan_road,residential,停车难,111.322,30.685,530857.7,3.3961005e+06,中南路街心花园,风景名胜,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e05600,yichang,meituan,2025-07-14T09:22:54+08:00,2025-07-14T09:22:54+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_planning,environment,喜爱,0.73,positive,0.73,high,0.574,True,点军区,relevant,风景名胜,21,4,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3225,30.6851,530900.25,3.3961042e+06,中南路街心花园,风景名胜,0.69,Positive,0.11,喜悦满意,喜悦满意,,
e05601,yichang,meituan,2025-07-19T06:07:30+08:00,2025-07-19T06:07:30+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_planning,environment,满足,1.0,positive,1.0,low,0.598,True,点军区,relevant,风景名胜,9,3,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.322,30.686,530853.06,3.3962102e+06,中南路街心花园,风景名胜,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e05602,yichang,xiaohongshu,2025-07-13T15:14:48+08:00,2025-07-13T15:14:48+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_planning,environment,期待,1.0,positive,1.0,low,0.596,True,点军区,relevant,风景名胜,0,2,,,T2,中南路街心花园,core,zhongnan_road,residential,,111.3217,30.6857,530828.06,3.396174e+06,中南路街心花园,风景名胜,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e05603,yichang,dianping,2025-07-17T17:15:42+08:00,2025-07-17T17:15:42+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区",11,urban_planning,environment,失望,1.0,negative,1.0,medium,0.594,True,点军区,relevant,风景名胜,16,1,,,T2,中南路街心花园,core,zhongnan_road,residential,停车难,111.3214,30.6848,530793.0,3.3960702e+06,中南路街心花园,风景名胜,0.16,Very Negative,0.11,焦虑担忧,焦虑担忧,,
e05604,yichang,dianping,2025-07-17T10:00:59+08:00,2025-07-17T10:00:59+08:00,工地噪音加工地灰，双倍折磨,"地灰,双倍,噪音,工地,折磨",13,urban_renewal,environment,愤怒,1.0,negative,1.0,medium,0.584,True,点军区,relevant,风景名胜,0,2,,,T2,中南路街心花园,core,zhongnan_road,residential,停车难,111.3217,30.6848,530826.5,3.3960678e+06,中南路街心花园,风景名胜,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e05606,yichang,weibo,2025-07-15T15:38:14+08:00,2025-07-15T15:38:14+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_operation,facility,满足,1.0,positive,1.0,medium,0.477,True,宜昌,relevant,城市生活,4,0,,,T2,2025-07 暑假周末·年轻人涌入,central_outer,general,general,,111.447,30.4899,542912.44,3.3745018e+06,,central_outer,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
e05607,yichang,meituan,2025-07-16T14:54:49+08:00,2025-07-16T14:54:49+08:00,夜经济让城市更有活力了,"活力,城市,经济",11,urban_operation,event,满足,1.0,positive,1.0,high,0.468,True,猇亭区,relevant,体育休闲服务,12,4,体育休闲服务,,T2,体育馆·猇亭区118,central_outer,general,venue,,111.4206,30.5318,540362.94,3.3791448e+06,体育馆·猇亭区118,体育休闲服务,0.94,Very Positive,0.11,喜悦满意,喜悦满意,,
e05608,yichang,meituan,2025-07-15T10:03:53+08:00,2025-07-15T10:03:53+08:00,普通,普通,2,urban_operation,service,好奇,0.242,neutral,0.242,low,0.502,True,猇亭区,relevant,住宿服务,7,8,住宿服务,,T2,宾馆·猇亭区2510,central_outer,general,commercial,,111.42,30.5321,540307.25,3.379172e+06,宾馆·猇亭区2510,住宿服务,0.53,Neutral,0.02,其他,其他,,
e05609,yichang,dianping,2025-07-15T11:56:36+08:00,2025-07-15T11:56:36+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,culture,满足,1.0,positive,1.0,high,0.466,True,猇亭区,relevant,科教文化服务,5,0,科教文化服务,,T2,培训中心·猇亭区2017,central_outer,general,general,,111.4199,30.5315,540293.7,3.379105e+06,培训中心·猇亭区2017,科教文化服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e05610,yichang,12345,2025-07-14T11:17:40+08:00,2025-07-14T11:17:40+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_governance,service,愤怒,0.66,negative,0.66,medium,0.47,True,猇亭区,relevant,政府机构及社会团体,25,0,政府机构及社会团体,,T2,社区居委会·猇亭区1982,central_outer,general,general,,111.4212,30.5316,540425.9,3.3791192e+06,社区居委会·猇亭区1982,政府机构及社会团体,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e05611,yichang,xiaohongshu,2025-07-18T18:09:27+08:00,2025-07-18T18:09:27+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,culture,喜爱,1.0,positive,1.0,low,0.472,True,猇亭区,relevant,科教文化服务,2,0,科教文化服务,,T2,小学·猇亭区906,central_outer,general,general,,111.4199,30.5318,540298.25,3.3791408e+06,小学·猇亭区906,科教文化服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e05612,yichang,12345,2025-07-12T02:51:39+08:00,2025-07-12T02:51:39+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_operation,culture,愤怒,1.0,negative,1.0,high,0.506,True,猇亭区,relevant,科教文化服务,2,5,科教文化服务,,T2,小学·猇亭区906,central_outer,general,general,,111.4201,30.5317,540319.75,3.3791348e+06,小学·猇亭区906,科教文化服务,0.05,Very Negative,0.13,失望厌恶,失望厌恶,,
e05613,yichang,12345,2025-07-16T05:35:13+08:00,2025-07-16T05:35:13+08:00,演出取消也没提前通知，坑,"演出,取消,提前,通知",12,urban_operation,event,失望,1.0,negative,1.0,low,0.493,True,猇亭区,relevant,体育休闲服务,12,0,体育休闲服务,,T2,体育馆·猇亭区118,central_outer,general,venue,,111.4208,30.5319,540387.1,3.379157e+06,体育馆·猇亭区118,体育休闲服务,0.02,Very Negative,0.12,不满抱怨,不满抱怨,,
e05614,yichang,xiaohongshu,2025-07-14T18:51:32+08:00,2025-07-14T18:51:32+08:00,也就那样吧,那样,5,urban_operation,event,好奇,0.242,neutral,0.242,low,0.506,True,猇亭区,relevant,体育休闲服务,4,0,体育休闲服务,,T2,体育馆·猇亭区118,central_outer,general,venue,,111.4207,30.5323,540371.4,3.3791935e+06,体育馆·猇亭区118,体育休闲服务,0.53,Neutral,0.05,其他,其他,,
e05615,yichang,12345,2025-07-14T14:31:29+08:00,2025-07-14T14:31:29+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_governance,service,期待,1.0,positive,1.0,medium,0.47,True,猇亭区,relevant,政府机构及社会团体,14,0,政府机构及社会团体,,T2,社区居委会·猇亭区1982,central_outer,general,general,,111.4209,30.5318,540393.44,3.3791412e+06,社区居委会·猇亭区1982,政府机构及社会团体,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e05616,yichang,dianping,2025-07-14T12:52:25+08:00,2025-07-14T12:52:25+08:00,一般水平,"水平,一般",4,urban_operation,service,中性,0.298,neutral,0.298,low,0.474,True,猇亭区,relevant,住宿服务,4,3,住宿服务,,T2,宾馆·猇亭区2510,central_outer,general,commercial,,111.4202,30.5323,540328.75,3.3792028e+06,宾馆·猇亭区2510,住宿服务,0.43,Neutral,0.04,其他,其他,,
e05617,yichang,meituan,2025-07-18T05:05:42+08:00,2025-07-18T05:05:42+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_operation,service,愤怒,1.0,negative,1.0,medium,0.469,True,猇亭区,relevant,住宿服务,5,1,住宿服务,,T2,宾馆·猇亭区2510,central_outer,general,commercial,底商空置冷清,111.4201,30.5322,540320.3,3.3791838e+06,宾馆·猇亭区2510,住宿服务,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e05618,yichang,12345,2025-07-19T08:52:24+08:00,2025-07-19T08:52:24+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_governance,service,愤怒,0.98,negative,0.98,low,0.448,True,猇亭区,relevant,政府机构及社会团体,3,3,政府机构及社会团体,,T2,社区居委会·猇亭区1982,central_outer,general,general,,111.4206,30.5315,540367.0,3.3791122e+06,社区居委会·猇亭区1982,政府机构及社会团体,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e05619,yichang,dianping,2025-07-17T09:35:47+08:00,2025-07-17T09:35:47+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_operation,service,愤怒,0.66,negative,0.66,high,0.421,True,宜昌,relevant,城市生活,0,0,,,T2,2025-07 暑假周末·年轻人涌入,central_outer,general,general,,111.2271,30.7868,521739.8,3.4073572e+06,,central_outer,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e05624,yichang,12345,2025-07-16T16:55:32+08:00,2025-07-16T16:55:32+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,culture,好奇,0.242,neutral,0.242,high,0.558,True,宜昌,relevant,科教文化服务,1,3,中学,,T2,葛洲坝中学,core,general,riverside,,111.3126,30.6972,529944.8,3.397446e+06,葛洲坝中学,科教文化服务,0.47,Neutral,0.06,其他,其他,,
e05625,yichang,xiaohongshu,2025-07-18T15:39:08+08:00,2025-07-18T15:39:08+08:00,滨江江边有异味，怀疑排污,"异味,排污,滨江,江边,怀疑",12,urban_planning,service,失望,1.0,negative,1.0,high,0.565,True,宜昌,relevant,城市生活,6,2,,,T2,2025-07 暑假周末·年轻人涌入,core,general,riverside,,111.3124,30.6985,529932.8,3.3975898e+06,,core,0.1,Very Negative,0.12,不满抱怨,不满抱怨,,
e05626,yichang,dianping,2025-07-16T12:41:05+08:00,2025-07-16T12:41:05+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,culture,期待,1.0,positive,1.0,low,0.575,True,宜昌,relevant,科教文化服务,18,7,中学,,T2,葛洲坝中学,core,general,general,,111.3133,30.6984,530019.7,3.3975812e+06,葛洲坝中学,科教文化服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e05627,yichang,12345,2025-07-17T22:39:29+08:00,2025-07-17T22:39:29+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_operation,event,期待,0.72,positive,0.72,medium,0.58,True,宜昌,relevant,科教文化服务,11,7,中学,,T2,葛洲坝中学,core,general,riverside,夜经济,111.3121,30.6977,529897.5,3.3974965e+06,葛洲坝中学,科教文化服务,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e05628,yichang,12345,2025-07-15T19:19:49+08:00,2025-07-15T19:19:49+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_operation,culture,喜爱,0.72,positive,0.72,high,0.57,True,宜昌,relevant,科教文化服务,6,3,中学,,T2,葛洲坝中学,core,general,riverside,,111.3125,30.6976,529940.0,3.3974952e+06,葛洲坝中学,科教文化服务,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e05629,yichang,dianping,2025-07-18T18:59:00+08:00,2025-07-18T18:59:00+08:00,设双向四车道,"车道,双向",6,urban_operation,culture,好奇,0.312,neutral,0.312,low,0.581,True,宜昌,relevant,科教文化服务,7,8,中学,,T2,葛洲坝中学,core,general,general,,111.3136,30.6975,530040.1,3.3974758e+06,葛洲坝中学,科教文化服务,0.42,Neutral,0.06,其他,其他,,
e05630,yichang,weibo,2025-07-16T19:01:23+08:00,2025-07-16T19:01:23+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,culture,满足,1.0,positive,1.0,medium,0.583,True,宜昌,relevant,科教文化服务,30,0,中学,,T2,葛洲坝中学,core,general,general,,111.3134,30.6979,530029.44,3.397526e+06,葛洲坝中学,科教文化服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e05631,yichang,dianping,2025-07-18T08:41:47+08:00,2025-07-18T08:41:47+08:00,一般般,一般般,3,urban_operation,service,中性,0.2,neutral,0.2,medium,0.608,True,宜昌,relevant,科教文化服务,14,5,中学,,T2,葛洲坝中学,core,general,riverside,,111.3126,30.6982,529944.3,3.3975568e+06,葛洲坝中学,科教文化服务,0.5,Neutral,0.03,其他,其他,,
e05632,yichang,meituan,2025-07-19T22:09:21+08:00,2025-07-19T22:09:21+08:00,滨江公园散步看江景很惬意,"江景,滨江,惬意,散步,公园",12,urban_operation,culture,期待,1.0,positive,1.0,low,0.561,True,宜昌,relevant,科教文化服务,0,0,中学,,T2,葛洲坝中学,core,general,riverside,,111.313,30.6982,529981.7,3.3975562e+06,葛洲坝中学,科教文化服务,1.0,Very Positive,0.12,喜悦满意,喜悦满意,,
e05633,yichang,weibo,2025-07-12T19:45:50+08:00,2025-07-12T19:45:50+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_renewal,culture,满足,1.0,positive,1.0,high,0.606,True,宜昌,relevant,城市生活,0,10,,,T2,2025-07 暑假周末·年轻人涌入,core,general,riverside,,111.3124,30.6985,529928.4,3.3975905e+06,,core,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e05634,yichang,dianping,2025-07-15T06:22:12+08:00,2025-07-15T06:22:12+08:00,滨江公园散步看江景很惬意,"江景,滨江,惬意,散步,公园",12,urban_operation,culture,喜爱,1.0,positive,1.0,low,0.541,True,宜昌,relevant,科教文化服务,7,0,中学,,T2,葛洲坝中学,core,general,riverside,,111.3129,30.6973,529973.3,3.3974528e+06,葛洲坝中学,科教文化服务,1.0,Very Positive,0.12,喜悦满意,喜悦满意,,
e05637,yichang,dianping,2025-07-19T15:48:47+08:00,2025-07-19T15:48:47+08:00,普通水平,"普通,水平",4,urban_operation,service,好奇,0.298,neutral,0.298,low,0.566,True,宜昌,relevant,城市生活,13,1,,,T2,2025-07 暑假周末·年轻人涌入,core,general,riverside,,111.3616,30.6544,534657.94,3.3927108e+06,,core,0.43,Neutral,0.04,其他,其他,,
e05638,yichang,dianping,2025-07-14T22:10:16+08:00,2025-07-14T22:10:16+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,service,好奇,0.242,neutral,0.242,high,0.57,True,宜昌,relevant,城市生活,2,6,,,T2,2025-07 暑假周末·年轻人涌入,core,general,riverside,,111.3619,30.6544,534683.9,3.3927115e+06,,core,0.47,Neutral,0.06,其他,其他,,
e05639,yichang,weibo,2025-07-18T22:22:04+08:00,2025-07-18T22:22:04+08:00,普普通通,普普通通,4,urban_operation,service,好奇,0.2,neutral,0.2,high,0.554,True,宜昌,relevant,购物服务,7,2,综合市场,,T2,三峡文化城,core,general,commercial,业态,111.3206,30.696,530712.75,3.3973198e+06,三峡文化城,购物服务,0.5,Neutral,0.04,其他,其他,,
e05640,yichang,weibo,2025-07-13T06:44:08+08:00,2025-07-13T06:44:08+08:00,国贸商圈品牌全，逛着舒服,"商圈,国贸,舒服,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.542,True,宜昌,relevant,购物服务,2,2,综合市场,,T2,三峡文化城,core,general,commercial,,111.32,30.6961,530653.8,3.3973235e+06,三峡文化城,购物服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e05641,yichang,dianping,2025-07-14T12:19:08+08:00,2025-07-14T12:19:08+08:00,没什么亮点,"亮点,没什么",5,urban_operation,service,中性,0.284,neutral,0.284,medium,0.586,True,宜昌,relevant,购物服务,12,3,综合市场,,T2,三峡文化城,core,general,commercial,业态,111.3198,30.6966,530634.2,3.3973782e+06,三峡文化城,购物服务,0.44,Neutral,0.05,其他,其他,,
e05642,yichang,12345,2025-07-12T12:08:13+08:00,2025-07-12T12:08:13+08:00,价格普通,"普通,价格",4,urban_operation,service,中性,0.298,neutral,0.298,medium,0.573,True,宜昌,relevant,购物服务,3,0,综合市场,,T2,三峡文化城,core,general,commercial,业态,111.3203,30.6966,530690.1,3.3973792e+06,三峡文化城,购物服务,0.57,Neutral,0.04,其他,其他,,
e05643,yichang,dianping,2025-07-18T10:24:23+08:00,2025-07-18T10:24:23+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_operation,service,失望,1.0,negative,1.0,high,0.57,True,宜昌,relevant,购物服务,1,1,综合市场,,T2,三峡文化城,core,general,commercial,底商空置冷清,111.32,30.6957,530655.2,3.3972812e+06,三峡文化城,购物服务,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e05644,yichang,meituan,2025-07-19T10:17:27+08:00,2025-07-19T10:17:27+08:00,商圈餐饮排队两小时，体验差,"商圈,餐饮,排队,体验,小时",13,urban_operation,service,失望,0.68,negative,0.68,medium,0.561,True,宜昌,relevant,购物服务,2,9,综合市场,,T2,三峡文化城,core,general,commercial,,111.3202,30.696,530673.3,3.3973168e+06,三峡文化城,购物服务,0.26,Negative,0.13,不满抱怨,不满抱怨,,
e05645,yichang,meituan,2025-07-13T04:42:59+08:00,2025-07-13T04:42:59+08:00,普通,普通,2,urban_operation,service,中性,0.242,neutral,0.242,high,0.582,True,宜昌,relevant,购物服务,7,14,综合市场,,T2,三峡文化城,core,general,commercial,业态,111.3193,30.6961,530593.44,3.397329e+06,三峡文化城,购物服务,0.53,Neutral,0.02,其他,其他,,
e05647,yichang,dianping,2025-07-16T00:28:27+08:00,2025-07-16T00:28:27+08:00,国贸商圈品牌全，逛着舒服,"商圈,国贸,舒服,品牌",12,urban_operation,service,期待,1.0,positive,1.0,low,0.565,True,宜昌,relevant,购物服务,8,2,购物相关场所,,T2,北山生活超市(中建之星二店),core,general,commercial,网红,111.3483,30.6417,533383.75,3.3913035e+06,北山生活超市(中建之星二店),购物服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
