id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e0482,xiling_wujia,meituan,2025-07-13T14:40:09+08:00,2025-07-13T14:40:09+08:00,设双向四车道,"车道,双向",6,urban_governance,service,好奇,0.312,neutral,0.312,low,0.493,True,宜昌,relevant,政府机构及社会团体,10,0,政府及社会团体相关,,T2,宜昌市民之家,main,general,111.3047,30.6909,529189.94,3.3967418e+06,宜昌市民之家,政府机构及社会团体,0.42,Neutral,0.06,其他,其他,,
e0483,xiling_wujia,meituan,2025-07-14T11:04:20+08:00,2025-07-14T11:04:20+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_governance,facility,满足,1.0,positive,1.0,high,0.589,True,宜昌,relevant,交通设施服务,0,3,公交车站相关,,T2,宜昌东站(公交站),main,transit_hub,111.3635,30.6586,534836.9,3.393178e+06,宜昌东站(公交站),交通设施服务,0.94,Very Positive,0.12,喜悦满意,喜悦满意,,
e0484,xiling_wujia,meituan,2025-07-16T21:56:17+08:00,2025-07-16T21:56:17+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_operation,culture,喜爱,1.0,positive,1.0,high,0.448,True,宜昌,relevant,科教文化服务,1,0,小学,,T2,伍家岗小学(东艳路校区),main,general,111.3447,30.6539,533039.94,3.3926595e+06,伍家岗小学(东艳路校区),科教文化服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e0485,xiling_wujia,weibo,2025-07-12T22:03:01+08:00,2025-07-12T22:03:01+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_operation,service,满足,1.0,positive,1.0,medium,0.715,True,宜昌,relevant,住宿服务,11,0,宾馆酒店,,T2,宜昌华华快捷酒店,main,general,111.3593,30.6556,534438.25,3.3928485e+06,宜昌华华快捷酒店,住宿服务,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e0486,xiling_wujia,xiaohongshu,2025-07-12T23:05:34+08:00,2025-07-12T23:05:34+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,event,满足,1.0,positive,1.0,low,0.763,True,宜昌,relevant,体育休闲服务,6,6,综合医院,,T2,宜昌肛泰肛肠医院,main,general,111.29,30.7075,527775.8,3.398579e+06,宜昌肛泰肛肠医院,体育休闲服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0487,xiling_wujia,dianping,2025-07-12T10:22:12+08:00,2025-07-12T10:22:12+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.538,True,宜昌,relevant,商务住宅,1,0,住宅小区,,T2,弘洋·东郡,main,general,111.3578,30.6403,534296.2,3.3911468e+06,弘洋·东郡,商务住宅,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e0488,xiling_wujia,meituan,2025-07-19T16:39:35+08:00,2025-07-19T16:39:35+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_governance,service,失望,1.0,negative,1.0,medium,0.479,True,宜昌,relevant,政府机构及社会团体,20,3,政府及社会团体相关,,T2,宜昌市路灯管理服务中心,main,general,111.3422,30.6875,532788.44,3.396375e+06,宜昌市路灯管理服务中心,政府机构及社会团体,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e0489,xiling_wujia,meituan,2025-07-17T06:13:47+08:00,2025-07-17T06:13:47+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_renewal,service,满足,1.0,positive,1.0,low,0.514,True,宜昌,relevant,商务住宅,10,2,住宅小区,,T2,平湖馨苑B区,main,general,111.3087,30.743,529565.25,3.4025242e+06,平湖馨苑B区,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0490,xiling_wujia,dianping,2025-07-16T15:05:18+08:00,2025-07-16T15:05:18+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,service,喜爱,1.0,positive,1.0,low,0.46,True,宜昌,relevant,金融保险服务,6,0,金融保险机构,,T2,宜昌城发集团,main,general,111.3249,30.662,531140.9,3.39355e+06,宜昌城发集团,金融保险服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e0491,xiling_wujia,meituan,2025-07-13T01:35:22+08:00,2025-07-13T01:35:22+08:00,价格普通,"普通,价格",4,urban_operation,event,中性,0.298,neutral,0.298,medium,0.557,True,宜昌,relevant,休闲娱乐,3,1,娱乐场所,,T2,壹场TV LIVE,main,general,111.3123,30.6726,529930.25,3.3947192e+06,壹场TV LIVE,休闲娱乐,0.57,Neutral,0.04,其他,其他,,
e0492,xiling_wujia,weibo,2025-07-17T14:25:59+08:00,2025-07-17T14:25:59+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_operation,culture,失望,1.0,negative,1.0,medium,0.428,True,宜昌,relevant,科教文化服务,16,4,文化宫,,T2,葛洲坝青少年宫,main,general,111.2853,30.7296,527328.1,3.4010358e+06,葛洲坝青少年宫,科教文化服务,0.05,Very Negative,0.13,失望厌恶,失望厌恶,,
e0493,xiling_wujia,xiaohongshu,2025-07-19T16:52:22+08:00,2025-07-19T16:52:22+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_operation,service,失望,1.0,negative,1.0,high,0.521,True,宜昌,relevant,住宿服务,9,0,宾馆酒店,,T2,宜昌佳缘酒店(万达广场店),main,wanda_plaza,111.3131,30.6765,530006.6,3.395152e+06,宜昌佳缘酒店(万达广场店),住宿服务,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e0494,xiling_wujia,weibo,2025-07-14T11:10:56+08:00,2025-07-14T11:10:56+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_governance,facility,愤怒,1.0,negative,1.0,high,0.531,True,宜昌,relevant,金融保险服务,18,4,中国民生银行,,T2,中国民生银行(宜昌分行营业部),main,general,111.2708,30.7048,525944.94,3.3982818e+06,中国民生银行(宜昌分行营业部),金融保险服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e0495,xiling_wujia,weibo,2025-07-13T02:05:49+08:00,2025-07-13T02:05:49+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_operation,event,失望,0.8,negative,0.8,low,0.55,True,宜昌,relevant,体育休闲服务,16,13,综合医院,,T2,宜昌长航医院,main,general,111.3063,30.6871,529348.94,3.39632e+06,宜昌长航医院,体育休闲服务,0.2,Very Negative,0.1,不满抱怨,不满抱怨,,
e0496,xiling_wujia,12345,2025-07-12T13:30:02+08:00,2025-07-12T13:30:02+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_operation,service,失望,1.0,negative,1.0,high,0.477,True,宜昌,relevant,金融保险服务,3,0,中国光大银行,,T2,中国光大银行(宜昌分行),main,general,111.272,30.7025,526058.75,3.3980215e+06,中国光大银行(宜昌分行),金融保险服务,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e0497,xiling_wujia,weibo,2025-07-16T02:03:51+08:00,2025-07-16T02:03:51+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,environment,喜爱,1.0,positive,1.0,low,0.548,True,宜昌,relevant,交通设施服务,21,7,公交车站相关,,T2,绿萝路(公交站),main,general,111.2945,30.7076,528208.44,3.3985928e+06,绿萝路(公交站),交通设施服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0498,xiling_wujia,weibo,2025-07-19T10:05:05+08:00,2025-07-19T10:05:05+08:00,BRT 高峰挤成沙丁鱼，糟透了,"BRT,挤成,糟透了,沙丁鱼,高峰",15,urban_governance,facility,愤怒,0.58,negative,0.58,high,0.644,True,宜昌,relevant,交通设施服务,0,1,公交车站相关,,T2,宜昌东站(公交站),main,transit_hub,111.3631,30.6584,534804.5,3.3931612e+06,宜昌东站(公交站),交通设施服务,0.31,Negative,0.15,其他,其他,,
e0499,xiling_wujia,dianping,2025-07-12T00:56:14+08:00,2025-07-12T00:56:14+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_operation,service,失望,1.0,negative,1.0,low,0.54,True,宜昌,relevant,金融保险服务,4,10,中国工商银行,,T2,中国工商银行(伍家岗支行营业室),main,general,111.3439,30.6474,532966.94,3.3919295e+06,中国工商银行(伍家岗支行营业室),金融保险服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e0500,xiling_wujia,weibo,2025-07-19T23:59:12+08:00,2025-07-19T23:59:12+08:00,万达餐饮上菜慢服务差，失望,"万达,上菜,餐饮,失望,服务",13,urban_operation,service,愤怒,1.0,negative,1.0,medium,0.834,True,宜昌,relevant,金融保险服务,3,0,农村商业银行,,T2,三峡农商银行(大公桥支行),main,wanda_plaza,111.301,30.6839,528841.75,3.395973e+06,三峡农商银行(大公桥支行),金融保险服务,0.04,Very Negative,0.13,失望厌恶,失望厌恶,,
e0501,xiling_wujia,dianping,2025-07-15T06:33:28+08:00,2025-07-15T06:33:28+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_operation,culture,失望,1.0,negative,1.0,high,0.502,True,宜昌,relevant,生活服务,7,1,生活服务场所,,T2,宸樾府营销中心,main,general,111.3377,30.6711,532363.8,3.394559e+06,宸樾府营销中心,生活服务,0.05,Very Negative,0.13,失望厌恶,失望厌恶,,
e0502,xiling_wujia,dianping,2025-07-19T19:14:58+08:00,2025-07-19T19:14:58+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_operation,service,满足,1.0,positive,1.0,medium,0.524,True,宜昌,relevant,生活服务,37,3,生活服务场所,,T2,伍投·璞境营销中心,main,general,111.3603,30.6533,534531.56,3.392597e+06,伍投·璞境营销中心,生活服务,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e0503,xiling_wujia,weibo,2025-07-16T05:05:51+08:00,2025-07-16T05:05:51+08:00,夷陵广场周边配套齐全，逛着方便,"夷陵,齐全,周边,配套,广场",15,urban_operation,service,期待,1.0,positive,1.0,high,0.55,True,宜昌,relevant,购物服务,8,3,普通商场,,T2,国贸·新天地,main,yiling_cbd,111.3575,30.6497,534271.4,3.3921915e+06,国贸·新天地,购物服务,0.99,Very Positive,0.15,喜悦满意,喜悦满意,,
e0504,xiling_wujia,12345,2025-07-19T08:04:07+08:00,2025-07-19T08:04:07+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,service,愤怒,1.0,negative,1.0,high,0.524,True,宜昌,relevant,餐饮服务,4,11,快餐厅,,T2,成都麻椒肥肠锅(鑫怡翠园A区店),main,general,111.316,30.6906,530278.75,3.3967098e+06,成都麻椒肥肠锅(鑫怡翠园A区店),餐饮服务,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e0505,xiling_wujia,weibo,2025-07-13T06:08:00+08:00,2025-07-13T06:08:00+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_governance,service,失望,1.0,negative,1.0,low,0.484,True,宜昌,relevant,住宿服务,5,0,宾馆酒店,,T2,曼泊酒店(宜昌三峡大学店),main,general,111.3081,30.718,529509.44,3.3997492e+06,曼泊酒店(宜昌三峡大学店),住宿服务,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e0506,xiling_wujia,dianping,2025-07-17T19:46:22+08:00,2025-07-17T19:46:22+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_renewal,service,喜爱,1.0,positive,1.0,high,0.477,True,宜昌,relevant,购物服务,10,8,水产海鲜市场,,T2,三峡物流园-水产市场,main,general,111.3865,30.6676,537043.9,3.3941835e+06,三峡物流园-水产市场,购物服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0507,xiling_wujia,dianping,2025-07-15T13:47:11+08:00,2025-07-15T13:47:11+08:00,卓悦广场品牌丰富，逛着舒服,"卓悦,舒服,广场,品牌,丰富",13,urban_operation,service,期待,1.0,positive,1.0,low,0.635,True,宜昌,relevant,购物服务,2,6,手机销售,,T2,Apple授权专营店(西陵国贸店),main,yiling_cbd,111.2912,30.7055,527896.06,3.398357e+06,Apple授权专营店(西陵国贸店),购物服务,0.97,Very Positive,0.13,喜悦满意,喜悦满意,,
e0508,xiling_wujia,dianping,2025-07-18T15:41:46+08:00,2025-07-18T15:41:46+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_operation,service,愤怒,1.0,negative,1.0,high,0.71,True,宜昌,relevant,购物服务,6,0,维修站点,,T2,联想客户服务中心(百应伍家江海店),main,general,111.3022,30.6857,528960.3,3.3961715e+06,联想客户服务中心(百应伍家江海店),购物服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e0509,xiling_wujia,meituan,2025-07-18T02:50:11+08:00,2025-07-18T02:50:11+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_renewal,service,满足,1.0,positive,1.0,medium,0.517,True,宜昌,relevant,商务住宅,15,0,住宅小区,,T2,江山多娇三期,main,general,111.3453,30.6443,533098.3,3.3915862e+06,江山多娇三期,商务住宅,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0510,xiling_wujia,xiaohongshu,2025-07-13T10:29:31+08:00,2025-07-13T10:29:31+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,喜爱,1.0,positive,1.0,high,0.617,True,宜昌,relevant,购物服务,2,1,手机销售,,T2,合美通讯广场(果园一路),main,general,111.2909,30.7006,527864.8,3.397812e+06,合美通讯广场(果园一路),购物服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0511,xiling_wujia,dianping,2025-07-17T21:49:55+08:00,2025-07-17T21:49:55+08:00,没什么特别,"没什么,特别",5,urban_operation,event,好奇,0.256,neutral,0.256,low,0.491,True,宜昌,relevant,体育休闲服务,0,2,口腔医院,,T2,邵莉平口腔,main,general,111.3576,30.6399,534276.25,3.3911038e+06,邵莉平口腔,体育休闲服务,0.46,Neutral,0.05,其他,其他,,
e0512,xiling_wujia,meituan,2025-07-19T19:10:31+08:00,2025-07-19T19:10:31+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,满足,1.0,positive,1.0,high,0.463,True,宜昌,relevant,购物服务,2,7,旧货市场,,T2,宜晓通旧货市场,main,general,111.3839,30.6685,536791.56,3.3942828e+06,宜晓通旧货市场,购物服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0513,xiling_wujia,dianping,2025-07-18T01:04:53+08:00,2025-07-18T01:04:53+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.681,True,宜昌,relevant,商务住宅,4,2,住宅小区,,T2,金缔华城,main,general,111.288,30.7128,527586.06,3.3991635e+06,金缔华城,商务住宅,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e0514,xiling_wujia,dianping,2025-07-14T00:48:26+08:00,2025-07-14T00:48:26+08:00,也就那样吧,那样,5,urban_operation,service,好奇,0.242,neutral,0.242,low,0.491,True,宜昌,relevant,住宿服务,12,2,宾馆酒店,,T2,宜昌新元宾馆(三峡大学店),main,general,111.3041,30.7356,529119.9,3.4016955e+06,宜昌新元宾馆(三峡大学店),住宿服务,0.53,Neutral,0.05,其他,其他,,
e0515,xiling_wujia,meituan,2025-07-18T10:23:21+08:00,2025-07-18T10:23:21+08:00,这段路烂得不像话，半年没人修,"没人修,不像话,这段,半年",14,urban_renewal,service,失望,1.0,negative,1.0,medium,0.661,True,宜昌,relevant,商务住宅,3,1,商务写字楼,,T2,宜昌市税务局纳税服务局大楼,main,general,111.282,30.7064,527018.5,3.39846e+06,宜昌市税务局纳税服务局大楼,商务住宅,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
e0516,xiling_wujia,12345,2025-07-17T03:16:01+08:00,2025-07-17T03:16:01+08:00,也就那样吧,那样,5,urban_operation,environment,中性,0.242,neutral,0.242,high,0.556,True,宜昌,relevant,风景名胜,3,0,公园,,T2,城东公园,main,general,111.3223,30.6789,530881.94,3.395414e+06,城东公园,风景名胜,0.53,Neutral,0.05,其他,其他,,
e0517,xiling_wujia,xiaohongshu,2025-07-18T14:28:31+08:00,2025-07-18T14:28:31+08:00,感觉一般,"感觉,一般",4,urban_operation,service,好奇,0.27,neutral,0.27,low,0.717,True,宜昌,relevant,金融保险服务,28,1,中国建设银行,,T2,中国建设银行(宜昌五一广场支行),main,wuyi_square,111.3583,30.6558,534345.5,3.3928732e+06,中国建设银行(宜昌五一广场支行),金融保险服务,0.55,Neutral,0.04,其他,其他,,
e0518,xiling_wujia,meituan,2025-07-15T01:05:42+08:00,2025-07-15T01:05:42+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_operation,service,喜爱,1.0,positive,1.0,high,0.451,True,宜昌,relevant,购物服务,21,4,建材五金市场,,T2,宜昌市夜明珠钢材货场,main,general,111.3034,30.7396,529053.0,3.4021425e+06,宜昌市夜明珠钢材货场,购物服务,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
e0519,xiling_wujia,meituan,2025-07-18T00:14:29+08:00,2025-07-18T00:14:29+08:00,普通水平,"普通,水平",4,urban_operation,event,好奇,0.298,neutral,0.298,low,0.533,True,宜昌,relevant,体育休闲服务,7,0,专科医院,,T2,宜昌长江中医医院,main,general,111.2906,30.7117,527839.06,3.3990422e+06,宜昌长江中医医院,体育休闲服务,0.43,Neutral,0.04,其他,其他,,
e0520,xiling_wujia,12345,2025-07-19T17:28:42+08:00,2025-07-19T17:28:42+08:00,伍家堵车堵到怀疑人生，太差,"伍家,堵车,人生,怀疑",13,urban_operation,service,失望,1.0,negative,1.0,medium,0.545,True,宜昌,relevant,公司企业,18,3,公司,,T2,长江宜昌航道工程局,main,general,111.3127,30.682,529958.75,3.3957575e+06,长江宜昌航道工程局,公司企业,0.1,Very Negative,0.13,焦虑担忧,焦虑担忧,,
e0521,xiling_wujia,meituan,2025-07-16T02:29:08+08:00,2025-07-16T02:29:08+08:00,这家店服务态度差，不会再来了,"服务态度,再来,这家,不会",14,urban_operation,service,愤怒,1.0,negative,1.0,medium,0.464,True,宜昌,relevant,住宿服务,1,4,宾馆酒店,,T2,金岛假日酒店,main,general,111.3172,30.6768,530398.0,3.3951832e+06,金岛假日酒店,住宿服务,0.01,Very Negative,0.14,不满抱怨,不满抱怨,,
e0522,xiling_wujia,weibo,2025-07-17T19:47:17+08:00,2025-07-17T19:47:17+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_planning,environment,期待,1.0,positive,1.0,high,0.551,True,宜昌,relevant,科教文化服务,1,2,中学,,T2,宜昌市第八中学,main,general,111.3081,30.7138,529512.5,3.399285e+06,宜昌市第八中学,科教文化服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e0523,xiling_wujia,weibo,2025-07-13T17:56:13+08:00,2025-07-13T17:56:13+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_operation,facility,期待,0.66,positive,0.66,low,0.438,True,宜昌,relevant,购物服务,19,0,综合市场,,T2,共联商贸大市场,main,general,111.3785,30.6267,536285.75,3.3896482e+06,共联商贸大市场,购物服务,0.73,Positive,0.14,喜悦满意,喜悦满意,,
e0524,xiling_wujia,dianping,2025-07-19T07:31:23+08:00,2025-07-19T07:31:23+08:00,水悦城泰富广场一站式购物，省心,"水悦城,泰富,省心,一站式,购物",15,urban_operation,service,满足,1.0,positive,1.0,high,0.738,True,宜昌,relevant,金融保险服务,4,1,中国工商银行,,T2,中国工商银行(三峡宜昌自贸区支行),main,shuiyuecheng,111.3113,30.7093,529819.4,3.3987878e+06,中国工商银行(三峡宜昌自贸区支行),金融保险服务,0.99,Very Positive,0.15,喜悦满意,喜悦满意,,
e0525,xiling_wujia,dianping,2025-07-17T03:02:01+08:00,2025-07-17T03:02:01+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,service,愤怒,1.0,negative,1.0,high,0.67,True,宜昌,relevant,商务住宅,14,6,住宅小区,,T2,长江瑞景,main,general,111.2862,30.6907,527424.0,3.3967162e+06,长江瑞景,商务住宅,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e0526,xiling_wujia,xiaohongshu,2025-07-18T00:48:01+08:00,2025-07-18T00:48:01+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,event,失望,0.98,negative,0.98,high,0.622,True,宜昌,relevant,体育休闲服务,4,2,诊所,,T2,宜昌梦戴维眼科(三江园店),main,general,111.2815,30.7144,526967.3,3.3993415e+06,宜昌梦戴维眼科(三江园店),体育休闲服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e0527,xiling_wujia,meituan,2025-07-16T01:42:19+08:00,2025-07-16T01:42:19+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_operation,service,喜爱,1.0,positive,1.0,high,0.548,True,宜昌,relevant,生活服务,24,0,生活服务场所,,T2,伍投·璞境营销中心,main,general,111.3605,30.6537,534556.56,3.392633e+06,伍投·璞境营销中心,生活服务,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e0528,xiling_wujia,dianping,2025-07-19T07:26:40+08:00,2025-07-19T07:26:40+08:00,普通水平,"普通,水平",4,urban_governance,facility,中性,0.298,neutral,0.298,medium,0.431,True,宜昌,relevant,交通设施服务,5,2,公共停车场,,T2,地面停车场,main,general,111.3679,30.6218,535277.44,3.3891055e+06,地面停车场,交通设施服务,0.43,Neutral,0.04,其他,其他,,
e0529,xiling_wujia,dianping,2025-07-13T02:23:35+08:00,2025-07-13T02:23:35+08:00,文创市集周末很火，氛围好,"文创,很火,市集,氛围,周末",12,urban_operation,event,满足,1.0,positive,1.0,medium,0.69,True,宜昌,relevant,休闲娱乐,6,7,健身中心,,T2,乐刻健身(水悦城店),main,shuiyuecheng,111.3111,30.709,529802.0,3.3987588e+06,乐刻健身(水悦城店),休闲娱乐,0.95,Very Positive,0.12,喜悦满意,喜悦满意,,
e0530,xiling_wujia,dianping,2025-07-13T06:27:27+08:00,2025-07-13T06:27:27+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_governance,service,愤怒,1.0,negative,1.0,medium,0.926,True,宜昌,relevant,商务住宅,7,0,商住两用楼宇,,T2,CBD数码城,main,general,111.2824,30.7098,527049.1,3.398839e+06,CBD数码城,商务住宅,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e0531,xiling_wujia,meituan,2025-07-15T09:25:35+08:00,2025-07-15T09:25:35+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_operation,service,愤怒,1.0,negative,1.0,low,0.529,True,宜昌,relevant,购物服务,1,0,旅游景点,,T2,宜昌喜盈门家居公园家居生活馆A馆,main,general,111.3793,30.6749,536350.25,3.3949898e+06,宜昌喜盈门家居公园家居生活馆A馆,购物服务,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e0532,xiling_wujia,dianping,2025-07-18T13:14:22+08:00,2025-07-18T13:14:22+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_governance,facility,愤怒,1.0,negative,1.0,low,0.834,True,宜昌,relevant,交通设施服务,1,0,公交车站相关,,T2,儿童公园北门(公交站),main,general,111.2842,30.7064,527224.2,3.3984628e+06,儿童公园北门(公交站),交通设施服务,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e0533,xiling_wujia,xiaohongshu,2025-07-16T15:00:02+08:00,2025-07-16T15:00:02+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,0.9,positive,0.9,low,0.735,True,宜昌,relevant,购物服务,9,0,购物相关场所,,T2,自己人(水悦城店),main,shuiyuecheng,111.3107,30.708,529761.2,3.398638e+06,自己人(水悦城店),购物服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e0534,xiling_wujia,xiaohongshu,2025-07-14T02:08:45+08:00,2025-07-14T02:08:45+08:00,剧院演出水准很高，推荐,"水准,剧院,演出,推荐",11,urban_renewal,culture,期待,1.0,positive,1.0,high,0.507,True,宜昌,relevant,金融保险服务,8,1,中国农业银行,,T2,中国农业银行(三峡伍营支行),main,general,111.3233,30.6676,530980.4,3.3941628e+06,中国农业银行(三峡伍营支行),金融保险服务,0.99,Very Positive,0.11,喜悦满意,喜悦满意,,
e0535,xiling_wujia,weibo,2025-07-12T12:00:47+08:00,2025-07-12T12:00:47+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,event,失望,0.98,negative,0.98,medium,0.6,True,宜昌,relevant,体育休闲服务,7,1,整形美容,,T2,伊莱美整形美容,main,general,111.2807,30.702,526893.3,3.3979685e+06,伊莱美整形美容,体育休闲服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e0536,xiling_wujia,dianping,2025-07-19T10:20:25+08:00,2025-07-19T10:20:25+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_renewal,service,喜爱,1.0,positive,1.0,low,0.43,True,宜昌,relevant,商务住宅,0,4,住宅小区,,T2,恒大山水城,main,general,111.3858,30.6376,536983.7,3.3908575e+06,恒大山水城,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0537,xiling_wujia,meituan,2025-07-18T13:35:01+08:00,2025-07-18T13:35:01+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,culture,失望,1.0,negative,1.0,medium,0.565,True,宜昌,relevant,生活服务,0,3,生活服务场所,,T2,三峡大学接待中心,main,general,111.3089,30.7294,529584.6,3.401019e+06,三峡大学接待中心,生活服务,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e0538,xiling_wujia,meituan,2025-07-16T02:48:41+08:00,2025-07-16T02:48:41+08:00,江滩改造后面貌一新，很赞,"江滩,面貌一新,很赞,改造",12,urban_operation,environment,喜爱,1.0,positive,1.0,low,0.489,True,宜昌,relevant,风景名胜,22,2,公园,,T2,城东公园,main,general,111.3176,30.6793,530430.7,3.3954658e+06,城东公园,风景名胜,0.91,Very Positive,0.12,期待建议,期待建议,,
e0539,xiling_wujia,12345,2025-07-18T19:33:42+08:00,2025-07-18T19:33:42+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_renewal,service,愤怒,0.76,negative,0.76,high,0.531,True,宜昌,relevant,交通设施服务,2,0,公交车站相关,,T2,港务新村(公交站),main,general,111.3071,30.6845,529425.0,3.3960388e+06,港务新村(公交站),交通设施服务,0.22,Negative,0.12,不满抱怨,不满抱怨,,
e0540,xiling_wujia,12345,2025-07-12T14:12:52+08:00,2025-07-12T14:12:52+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_governance,facility,喜爱,0.86,positive,0.86,medium,0.693,True,宜昌,relevant,交通设施服务,1,2,公共停车场,,T2,大洋百货宜昌店地下停车场,main,yiling_cbd,111.2847,30.7101,527275.94,3.398867e+06,大洋百货宜昌店地下停车场,交通设施服务,0.83,Very Positive,0.19,喜悦满意,喜悦满意,,
